"name","notch","supername","package","side"
"EntitySkeleton","eo","EntityMobs","net/minecraft/src","0"
"EntityChicken","ss","EntityAnimals","net/minecraft/src","0"
"Packet105","kn","Packet","net/minecraft/src","0"
"Packet53BlockChange","qg","Packet","net/minecraft/src","0"
"BlockSign","qr","BlockContainer","net/minecraft/src","0"
"OpenGlCapsChecker","cd","","net/minecraft/src","0"
"StatDistance","ao","StatBasic","net/minecraft/src","0"
"EntitySquid","to","EntityWaterMob","net/minecraft/src","0"
"Packet106","ls","Packet","net/minecraft/src","0"
"RenderHelper","q","","net/minecraft/src","0"
"WorldGenMinable","ej","WorldGenerator","net/minecraft/src","0"
"EntityExplodeFX","fq","EntityFX","net/minecraft/src","0"
"WorldGenLiquids","tj","WorldGenerator","net/minecraft/src","0"
"ColorizerFoliage","hn","","net/minecraft/src","0"
"BlockBreakable","hv","Block","net/minecraft/src","0"
"ChunkBlockMap","rn","","net/minecraft/src","0"
"EnumOS1","ht","","net/minecraft/src","0"
"Packet","ik","","net/minecraft/src","0"
"WorldGenBigTree","gt","WorldGenerator","net/minecraft/src","0"
"TextureCompassFX","aj","TextureFX","net/minecraft/src","0"
"BlockFlowing","lt","BlockFluids","net/minecraft/src","0"
"IChunkProvider","bs","","net/minecraft/src","0"
"ItemSeeds","oc","Item","net/minecraft/src","0"
"SlotCrafting","un","Slot","net/minecraft/src","0"
"RenderMinecart","pn","Render","net/minecraft/src","0"
"StepSound","by","","net/minecraft/src","0"
"RenderItem","am","Render","net/minecraft/src","0"
"ModelSheep2","km","ModelQuadraped","net/minecraft/src","0"
"StatCollector","ct","","net/minecraft/src","0"
"MapGenCaves","pe","MapGenBase","net/minecraft/src","0"
"ModelZombie","dk","ModelBiped","net/minecraft/src","0"
"NibbleArray","sj","","net/minecraft/src","0"
"PlayerController","ln","","net/minecraft/src","0"
"SpawnListEntry","av","","net/minecraft/src","0"
"Packet14BlockDig","hz","Packet","net/minecraft/src","0"
"Packet10Flying","gs","Packet","net/minecraft/src","0"
"EntityCreeper","ex","EntityMobs","net/minecraft/src","0"
"Packet22Collect","cn","Packet","net/minecraft/src","0"
"Packet29DestroyEntity","ol","Packet","net/minecraft/src","0"
"WorldGenLakes","co","WorldGenerator","net/minecraft/src","0"
"GuiInventory","qm","GuiContainer","net/minecraft/src","0"
"Packet52MultiBlockChange","st","Packet","net/minecraft/src","0"
"EnumOptions","gi","","net/minecraft/src","0"
"BlockLeavesBase","lb","Block","net/minecraft/src","0"
"GuiDownloadTerrain","fb","GuiScreen","net/minecraft/src","0"
"ModelBoat","dy","ModelBase","net/minecraft/src","0"
"TileEntityMobSpawnerRenderer","z","TileEntitySpecialRenderer","net/minecraft/src","0"
"TileEntity","ma","","net/minecraft/src","0"
"BlockChest","d","BlockContainer","net/minecraft/src","0"
"GuiSelectWorld","oh","GuiScreen","net/minecraft/src","0"
"RenderFish","mn","Render","net/minecraft/src","0"
"MinecraftError","ts","","net/minecraft/src","0"
"WorldGenerator","mk","","net/minecraft/src","0"
"RenderSpider","up","RenderLiving","net/minecraft/src","0"
"Packet8","dt","Packet","net/minecraft/src","0"
"ScaledResolution","nj","","net/minecraft/src","0"
"Packet101","kg","Packet","net/minecraft/src","0"
"WorldGenHellLava","na","WorldGenerator","net/minecraft/src","0"
"NoiseGenerator","ck","","net/minecraft/src","0"
"MobSpawnerDesert","er","MobSpawnerBase","net/minecraft/src","0"
"NBTTagEnd","jc","NBTBase","net/minecraft/src","0"
"ItemMinecart","od","Item","net/minecraft/src","0"
"WorldGenTaiga2","sq","WorldGenerator","net/minecraft/src","0"
"RenderFireball","il","Render","net/minecraft/src","0"
"EnumArt","hc","","net/minecraft/src","0"
"TextureWatchFX","ir","TextureFX","net/minecraft/src","0"
"CraftingInventoryWorkbenchCB","hf","CraftingInventoryCB","net/minecraft/src","0"
"CanvasCrashReport","su","","net/minecraft/src","0"
"BlockLightStone","jr","Block","net/minecraft/src","0"
"MovingObjectPosition","rk","","net/minecraft/src","0"
"ChunkFolderPattern","br","","net/minecraft/src","0"
"WorldProvider","sy","","net/minecraft/src","0"
"ItemDye","im","Item","net/minecraft/src","0"
"EntityTNTPrimed","np","Entity","net/minecraft/src","0"
"ModelSquid","sm","ModelBase","net/minecraft/src","0"
"StatBasic","ru","","net/minecraft/src","0"
"GuiSlider","sa","GuiButton","net/minecraft/src","0"
"ItemSword","nb","Item","net/minecraft/src","0"
"Frustrum","pf","","net/minecraft/src","0"
"BlockContainer","om","Block","net/minecraft/src","0"
"EntityAnimals","as","EntityCreature","net/minecraft/src","0"
"BlockDoor","iz","Block","net/minecraft/src","0"
"ModelMinecart","lc","ModelBase","net/minecraft/src","0"
"WorldGenTrees","ub","WorldGenerator","net/minecraft/src","0"
"XErrr","it","","net/minecraft/src","0"
"InventoryBasic","ni","","net/minecraft/src","0"
"NBTTagShort","qs","NBTBase","net/minecraft/src","0"
"StepSoundStone","ad","StepSound","net/minecraft/src","0"
"RecipesArmor","t","","net/minecraft/src","0"
"Entity","pb","","net/minecraft/src","0"
"UnexpectedThrowable","jz","","net/minecraft/src","0"
"NBTTagString","sz","NBTBase","net/minecraft/src","0"
"Packet27","nf","Packet","net/minecraft/src","0"
"CraftingInventoryDispenserCB","ow","CraftingInventoryCB","net/minecraft/src","0"
"ChunkProviderClient","rb","","net/minecraft/src","0"
"RenderGhast","mr","RenderLiving","net/minecraft/src","0"
"Packet7","b","Packet","net/minecraft/src","0"
"WorldRenderer","cp","","net/minecraft/src","0"
"ChunkFilePattern","oj","","net/minecraft/src","0"
"CraftingInventoryFurnaceCB","ax","CraftingInventoryCB","net/minecraft/src","0"
"BlockSponge","tc","Block","net/minecraft/src","0"
"TexureWaterFlowFX","lr","TextureFX","net/minecraft/src","0"
"SlotArmor","mu","Slot","net/minecraft/src","0"
"Block","ra","","net/minecraft/src","0"
"BlockStone","do","Block","net/minecraft/src","0"
"TexturedQuad","qk","","net/minecraft/src","0"
"SignModel","ny","","net/minecraft/src","0"
"Packet30Entity","qp","Packet","net/minecraft/src","0"
"StatTime","ud","StatBasic","net/minecraft/src","0"
"RenderPlayer","cx","RenderLiving","net/minecraft/src","0"
"ShapelessRecipes","qe","","net/minecraft/src","0"
"Vec3D","bb","","net/minecraft/src","0"
"WorldGenForest","g","WorldGenerator","net/minecraft/src","0"
"RenderBiped","r","RenderLiving","net/minecraft/src","0"
"NBTTagByte","nk","NBTBase","net/minecraft/src","0"
"EntityPig","si","EntityAnimals","net/minecraft/src","0"
"BlockSnowBlock","w","Block","net/minecraft/src","0"
"TexturePortalFX","gh","TextureFX","net/minecraft/src","0"
"GLAllocation","ez","","net/minecraft/src","0"
"BlockSlowSand","ll","Block","net/minecraft/src","0"
"NBTBase","gu","","net/minecraft/src","0"
"Empty1","fn","","net/minecraft/src","0"
"BlockBookshelf","ft","Block","net/minecraft/src","0"
"RecipesIngots","qa","","net/minecraft/src","0"
"StatCrafting","qf","StatBasic","net/minecraft/src","0"
"IBlockAccess","tk","","net/minecraft/src","0"
"IWorldAccess","mo","","net/minecraft/src","0"
"MetadataChunkBlock","ph","","net/minecraft/src","0"
"NBTTagLong","jy","NBTBase","net/minecraft/src","0"
"ModelSlime","la","ModelBase","net/minecraft/src","0"
"EntityLavaFX","ee","EntityFX","net/minecraft/src","0"
"ItemReed","jo","Item","net/minecraft/src","0"
"ClippingHelper","cw","","net/minecraft/src","0"
"MovementInput","qx","","net/minecraft/src","0"
"EntityCow","bf","EntityAnimals","net/minecraft/src","0"
"TextureLavaFX","bo","TextureFX","net/minecraft/src","0"
"GuiMainMenu","ep","GuiScreen","net/minecraft/src","0"
"BlockSand","ff","Block","net/minecraft/src","0"
"GuiScreen","cf","Gui","net/minecraft/src","0"
"PlayerControllerMP","tg","PlayerController","net/minecraft/src","0"
"WorldBlockPositionType","px","","net/minecraft/src","0"
"ItemPickaxe","ak","ItemTool","net/minecraft/src","0"
"GuiWorldSlot","ka","GuiSlot","net/minecraft/src","0"
"ThreadRunIsoClient","qi","","net/minecraft/src","0"
"WorldInfo","dj","","net/minecraft/src","0"
"MobSpawnerHell","p","MobSpawnerBase","net/minecraft/src","0"
"BlockBloodStone","uc","Block","net/minecraft/src","0"
"BlockSoil","ro","Block","net/minecraft/src","0"
"WatchableObject","ju","","net/minecraft/src","0"
"RedstoneUpdateInfo","tp","","net/minecraft/src","0"
"Packet0KeepAlive","js","Packet","net/minecraft/src","0"
"ThreadDownloadResources","ce","","net/minecraft/src","0"
"RecipesCrafting","ic","","net/minecraft/src","0"
"IProgressUpdate","tw","","net/minecraft/src","0"
"MusInputStream","ld","","net/minecraft/src","0"
"ItemFood","uo","Item","net/minecraft/src","0"
"EnumOS2","mh","","net/minecraft/src","0"
"ThreadDownloadImageData","dl","","net/minecraft/src","0"
"MouseFilter","bx","","net/minecraft/src","0"
"Packet4UpdateTime","fx","Packet","net/minecraft/src","0"
"Gui","qj","","net/minecraft/src","0"
"WorldGenFire","tn","WorldGenerator","net/minecraft/src","0"
"RecipesDyes","kr","","net/minecraft/src","0"
"ImageBuffer","ks","","net/minecraft/src","0"
"RenderArrow","jv","Render","net/minecraft/src","0"
"BlockPressurePlate","bd","Block","net/minecraft/src","0"
"NetworkMasterThread","td","","net/minecraft/src","0"
"Packet23VehicleSpawn","pc","Packet","net/minecraft/src","0"
"BlockGrass","so","Block","net/minecraft/src","0"
"BlockFurnace","po","BlockContainer","net/minecraft/src","0"
"ChunkProviderHell","nh","","net/minecraft/src","0"
"WorldClient","ke","World","net/minecraft/src","0"
"EntityPlayer","fm","EntityLiving","net/minecraft/src","0"
"EntityOtherPlayerMP","tu","EntityPlayer","net/minecraft/src","0"
"SoundManager","uj","","net/minecraft/src","0"
"ChunkCoordIntPair","uq","","net/minecraft/src","0"
"EntityFireball","bn","Entity","net/minecraft/src","0"
"EntityEgg","rx","Entity","net/minecraft/src","0"
"RenderSorter","jw","","net/minecraft/src","0"
"ModelCreeper","gx","ModelBase","net/minecraft/src","0"
"ItemStack","hi","","net/minecraft/src","0"
"ItemSign","rh","Item","net/minecraft/src","0"
"NBTTagInt","mq","NBTBase","net/minecraft/src","0"
"EntityMinecart","ug","Entity","net/minecraft/src","0"
"TerrainTextureManager","qu","","net/minecraft/src","0"
"WorldGenPumpkin","sv","WorldGenerator","net/minecraft/src","0"
"MinecraftException","qz","","net/minecraft/src","0"
"Packet13PlayerLookMove","du","Packet10Flying","net/minecraft/src","0"
"DataWatcher","ql","","net/minecraft/src","0"
"BlockDispenser","tl","BlockContainer","net/minecraft/src","0"
"Packet2Handshake","kh","Packet","net/minecraft/src","0"
"MobSpawnerSwamp","pq","MobSpawnerBase","net/minecraft/src","0"
"MobSpawnerTaiga","e","MobSpawnerBase","net/minecraft/src","0"
"EntityLiving","jm","Entity","net/minecraft/src","0"
"BlockClay","oo","Block","net/minecraft/src","0"
"WorldGenLightStone1","fa","WorldGenerator","net/minecraft/src","0"
"ICrafting","df","","net/minecraft/src","0"
"RenderFallingSand","fh","Render","net/minecraft/src","0"
"Packet12PlayerLook","rm","Packet10Flying","net/minecraft/src","0"
"EntityFlameFX","nn","EntityFX","net/minecraft/src","0"
"EntityWolf","fd","EntityAnimals","net/minecraft/src","0"
"Packet103","gf","Packet","net/minecraft/src","0"
"EnumToolMaterial","bc","","net/minecraft/src","0"
"TexturePackCustom","rs","TexturePackBase","net/minecraft/src","0"
"SaveHandler","ek","","net/minecraft/src","0"
"GuiSlot","jb","","net/minecraft/src","0"
"GuiConnecting","rz","GuiScreen","net/minecraft/src","0"
"BlockSapling","fv","BlockFlower","net/minecraft/src","0"
"SoundPool","gg","","net/minecraft/src","0"
"ItemCoal","on","Item","net/minecraft/src","0"
"ItemBucket","an","Item","net/minecraft/src","0"
"Packet130","qq","Packet","net/minecraft/src","0"
"BlockFence","ia","Block","net/minecraft/src","0"
"StringTranslate","kt","","net/minecraft/src","0"
"FontRenderer","ox","","net/minecraft/src","0"
"Packet39","le","Packet","net/minecraft/src","0"
"ItemBed","jj","Item","net/minecraft/src","0"
"EntityList","hj","","net/minecraft/src","0"
"BlockCloth","dg","Block","net/minecraft/src","0"
"ChunkCoordinates","ay","","net/minecraft/src","0"
"TexturePackBase","f","","net/minecraft/src","0"
"InventoryCraftResult","sk","","net/minecraft/src","0"
"BlockSnow","hw","Block","net/minecraft/src","0"
"TextureLavaFlowFX","gr","TextureFX","net/minecraft/src","0"
"Packet54","ry","Packet","net/minecraft/src","0"
"ItemPainting","uh","Item","net/minecraft/src","0"
"EnumMovingObjectType","hm","","net/minecraft/src","0"
"MobSpawnerRainforest","ue","MobSpawnerBase","net/minecraft/src","0"
"Packet70","bi","Packet","net/minecraft/src","0"
"GuiChat","ey","GuiScreen","net/minecraft/src","0"
"ItemCloth","au","ItemBlock","net/minecraft/src","0"
"IRecipe","cy","","net/minecraft/src","0"
"BlockObsidian","dz","BlockStone","net/minecraft/src","0"
"ISaveHandler","sr","","net/minecraft/src","0"
"WorldGenReed","hd","WorldGenerator","net/minecraft/src","0"
"IInventory","jp","","net/minecraft/src","0"
"Packet28","fe","Packet","net/minecraft/src","0"
"WorldChunkManager","tq","","net/minecraft/src","0"
"Packet40","rd","Packet","net/minecraft/src","0"
"Packet20NamedEntitySpawn","kb","Packet","net/minecraft/src","0"
"Session","fk","","net/minecraft/src","0"
"ModelBiped","ef","ModelBase","net/minecraft/src","0"
"Item","fg","","net/minecraft/src","0"
"EntityBoat","ew","Entity","net/minecraft/src","0"
"SlotFurnace","rt","Slot","net/minecraft/src","0"
"CanvasMajongLogo","ev","","net/minecraft/src","0"
"NoiseGeneratorOctaves2","qo","NoiseGenerator","net/minecraft/src","0"
"RenderLiving","fo","Render","net/minecraft/src","0"
"GuiContainer","gp","GuiScreen","net/minecraft/src","0"
"ClippingHelperImplementation","s","ClippingHelper","net/minecraft/src","0"
"BlockLadder","cu","Block","net/minecraft/src","0"
"StepSoundSand","ab","StepSound","net/minecraft/src","0"
"BlockCactus","lx","Block","net/minecraft/src","0"
"Timer","mx","","net/minecraft/src","0"
"BlockSandStone","nw","Block","net/minecraft/src","0"
"GuiTexturePackSlot","cj","GuiSlot","net/minecraft/src","0"
"ChunkProviderGenerate","tz","","net/minecraft/src","0"
"BlockWorkbench","eg","Block","net/minecraft/src","0"
"OsMap","qh","","net/minecraft/src","0"
"BlockCake","qt","Block","net/minecraft/src","0"
"GuiChest","ge","GuiContainer","net/minecraft/src","0"
"CodecMus","ha","","net/minecraft/src","0"
"RecipesWeapons","ta","","net/minecraft/src","0"
"EntitySmokeFX","ti","EntityFX","net/minecraft/src","0"
"ItemRenderer","nt","","net/minecraft/src","0"
"GuiCrafting","lu","GuiContainer","net/minecraft/src","0"
"MovementInputFromOptions","jl","MovementInput","net/minecraft/src","0"
"Path","ja","","net/minecraft/src","0"
"IMobs","ec","","net/minecraft/src","0"
"Packet1Login","lm","Packet","net/minecraft/src","0"
"InventoryCrafting","ki","","net/minecraft/src","0"
"NBTTagList","pd","NBTBase","net/minecraft/src","0"
"ModelRenderer","ms","","net/minecraft/src","0"
"ItemDoor","gj","Item","net/minecraft/src","0"
"BlockMobSpawner","ci","BlockContainer","net/minecraft/src","0"
"ItemFlintAndSteel","ty","Item","net/minecraft/src","0"
"BlockStep","um","Block","net/minecraft/src","0"
"Packet51MapChunk","dh","Packet","net/minecraft/src","0"
"Packet9","mc","Packet","net/minecraft/src","0"
"GuiOptions","bu","GuiScreen","net/minecraft/src","0"
"EntityReddustFX","gy","EntityFX","net/minecraft/src","0"
"EntityPigZombie","tv","EntityZombie","net/minecraft/src","0"
"BlockReed","oa","Block","net/minecraft/src","0"
"ModelPig","di","ModelQuadraped","net/minecraft/src","0"
"EntityZombieSimple","lf","EntityMobs","net/minecraft/src","0"
"Packet104","ie","Packet","net/minecraft/src","0"
"EnumStatus","cb","","net/minecraft/src","0"
"Packet6SpawnPosition","nv","Packet","net/minecraft/src","0"
"BlockOreBlock","h","Block","net/minecraft/src","0"
"TileEntityMobSpawner","cc","TileEntity","net/minecraft/src","0"
"GuiDisableButton","of","Gui","net/minecraft/src","0"
"RenderGlobal","i","","net/minecraft/src","0"
"ItemBoat","ri","Item","net/minecraft/src","0"
"FurnaceRecipes","dx","","net/minecraft/src","0"
"NBTTagFloat","l","NBTBase","net/minecraft/src","0"
"NBTTagCompound","lg","NBTBase","net/minecraft/src","0"
"ModelBase","in","","net/minecraft/src","0"
"Packet31RelEntityMove","pi","Packet30Entity","net/minecraft/src","0"
"ModelQuadraped","kz","ModelBase","net/minecraft/src","0"
"EnumOSMappingHelper","ip","","net/minecraft/src","0"
"EnumMobType","ok","","net/minecraft/src","0"
"BlockLeaves","aw","BlockLeavesBase","net/minecraft/src","0"
"EntityRainFX","tb","EntityFX","net/minecraft/src","0"
"GuiTexturePacks","eq","GuiScreen","net/minecraft/src","0"
"MinecraftAppletImpl","m","Minecraft","net/minecraft/src","0"
"BlockStationary","li","BlockFluids","net/minecraft/src","0"
"EntityCreature","gv","EntityLiving","net/minecraft/src","0"
"NetworkManager","mj","","net/minecraft/src","0"
"BlockLockedChest","iq","Block","net/minecraft/src","0"
"GuiCreateWorld","eh","GuiScreen","net/minecraft/src","0"
"GuiIngame","qv","Gui","net/minecraft/src","0"
"TextureFlamesFX","os","TextureFX","net/minecraft/src","0"
"RecipesFood","lo","","net/minecraft/src","0"
"BlockBed","rj","Block","net/minecraft/src","0"
"EntityFish","jq","Entity","net/minecraft/src","0"
"Empty2","go","","net/minecraft/src","0"
"RenderBlocks","ca","","net/minecraft/src","0"
"PlayerControllerSP","lz","PlayerController","net/minecraft/src","0"
"MaterialLiquid","ov","Material","net/minecraft/src","0"
"CompressedStreamTools","ah","","net/minecraft/src","0"
"ChunkProviderLoadOrGenerate","iu","","net/minecraft/src","0"
"GuiFurnace","mb","GuiContainer","net/minecraft/src","0"
"SaveHandlerMP","sw","","net/minecraft/src","0"
"RenderList","pr","","net/minecraft/src","0"
"ModelSpider","or","ModelBase","net/minecraft/src","0"
"EntityPainting","no","Entity","net/minecraft/src","0"
"ModelSkeleton","ix","ModelZombie","net/minecraft/src","0"
"Render","be","","net/minecraft/src","0"
"RenderZombieSimple","ua","RenderLiving","net/minecraft/src","0"
"BlockOre","kk","Block","net/minecraft/src","0"
"BlockTNT","aa","Block","net/minecraft/src","0"
"GuiVideoSettings","kw","GuiScreen","net/minecraft/src","0"
"EntityGhast","az","EntityFlying","net/minecraft/src","0"
"CanvasMinecraftApplet","n","","net/minecraft/src","0"
"PathEntity","cm","","net/minecraft/src","0"
"IChunkLoader","ar","","net/minecraft/src","0"
"WorldGenDungeons","dr","WorldGenerator","net/minecraft/src","0"
"Packet102","nl","Packet","net/minecraft/src","0"
"GuiControls","qw","GuiScreen","net/minecraft/src","0"
"BlockGlass","ei","BlockBreakable","net/minecraft/src","0"
"NetHandler","pt","","net/minecraft/src","0"
"BlockButton","lq","Block","net/minecraft/src","0"
"EntitySlimeFX","mf","EntityFX","net/minecraft/src","0"
"BlockRedstoneOre","ba","Block","net/minecraft/src","0"
"EntityRenderer","mw","","net/minecraft/src","0"
"EntitySheep","cq","EntityAnimals","net/minecraft/src","0"
"Packet60","oe","Packet","net/minecraft/src","0"
"GuiDispenser","fl","GuiContainer","net/minecraft/src","0"
"EntityFlying","sp","EntityLiving","net/minecraft/src","0"
"Packet25","rw","Packet","net/minecraft/src","0"
"World","eb","","net/minecraft/src","0"
"RenderSheep","tt","RenderLiving","net/minecraft/src","0"
"InventoryLargeChest","lp","","net/minecraft/src","0"
"ItemTool","cv","Item","net/minecraft/src","0"
"AxisAlignedBB","dq","","net/minecraft/src","0"
"Explosion","nq","","net/minecraft/src","0"
"BlockLever","tm","Block","net/minecraft/src","0"
"RegionFileChunkBuffer","gl","","net/minecraft/src","0"
"SaveFormatOld","qb","","net/minecraft/src","0"
"ImageBufferDownload","oi","","net/minecraft/src","0"
"KeyBinding","mz","","net/minecraft/src","0"
"EnumOptionsMappingHelper","en","","net/minecraft/src","0"
"EnumCreatureType","je","","net/minecraft/src","0"
"BlockMushroom","pw","BlockFlower","net/minecraft/src","0"
"ItemCookie","ne","ItemFood","net/minecraft/src","0"
"GuiRenameWorld","hq","GuiScreen","net/minecraft/src","0"
"RecipeSorter","iv","","net/minecraft/src","0"
"GuiEditSign","tx","GuiScreen","net/minecraft/src","0"
"ModelCow","fw","ModelQuadraped","net/minecraft/src","0"
"NetworkReaderThread","tf","","net/minecraft/src","0"
"CraftingInventoryCB","da","","net/minecraft/src","0"
"NextTickListEntry","nr","","net/minecraft/src","0"
"ItemBlock","bq","Item","net/minecraft/src","0"
"FileMatcher","dc","","net/minecraft/src","0"
"ItemBow","ns","Item","net/minecraft/src","0"
"BlockPumpkin","ea","Block","net/minecraft/src","0"
"ChatLine","pj","","net/minecraft/src","0"
"StatList","hs","","net/minecraft/src","0"
"PlayerControllerTest","ml","PlayerController","net/minecraft/src","0"
"Material","jh","","net/minecraft/src","0"
"EntityItem","gb","Entity","net/minecraft/src","0"
"EntityClientPlayerMP","pv","EntityPlayerSP","net/minecraft/src","0"
"RegionFile","nd","","net/minecraft/src","0"
"Packet24MobSpawn","hr","Packet","net/minecraft/src","0"
"MinecartTrackLogic","rr","","net/minecraft/src","0"
"TextureWaterFX","rv","TextureFX","net/minecraft/src","0"
"EntityDiggingFX","ng","EntityFX","net/minecraft/src","0"
"MobSpawnerBase","ig","","net/minecraft/src","0"
"EntityPickupFX","dm","EntityFX","net/minecraft/src","0"
"BlockRedstoneTorch","cg","BlockTorch","net/minecraft/src","0"
"ICamera","ui","","net/minecraft/src","0"
"Packet15Place","fp","Packet","net/minecraft/src","0"
"EntityWaterMob","ag","EntityCreature","net/minecraft/src","0"
"IsoImageBuffer","nx","","net/minecraft/src","0"
"NBTTagDouble","pl","NBTBase","net/minecraft/src","0"
"RenderEntity","jt","Render","net/minecraft/src","0"
"MaterialTransparent","jn","Material","net/minecraft/src","0"
"TileEntitySignRenderer","mp","TileEntitySpecialRenderer","net/minecraft/src","0"
"EntityBubbleFX","bw","EntityFX","net/minecraft/src","0"
"RenderWolf","sg","RenderLiving","net/minecraft/src","0"
"RenderPig","jx","RenderLiving","net/minecraft/src","0"
"CraftingInventoryChestCB","bl","CraftingInventoryCB","net/minecraft/src","0"
"BlockFluids","og","Block","net/minecraft/src","0"
"RegionFileCache","ob","","net/minecraft/src","0"
"Packet100","hg","Packet","net/minecraft/src","0"
"BlockFire","uk","Block","net/minecraft/src","0"
