"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"field_27389_d","maxDisplayRow","d","I","I","AchievementList","en","net/minecraft/src","0"
"field_27388_e","achievementList","e","Ljava/util/List;","Ljava/util/List;","AchievementList","en","net/minecraft/src","0"
"field_25195_b","openInventory","f","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_25198_c","mineWood","g","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_25197_d","buildWorkBench","h","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27387_i","buildPickaxe","i","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27386_j","buildFurnace","j","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27385_k","acquireIron","k","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27384_l","buildHoe","l","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27383_m","makeBread","m","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27382_n","bakeCake","n","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27381_o","buildBetterPickaxe","o","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27380_p","cookFish","p","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27379_q","onARail","q","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27378_r","buildSword","r","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27377_s","killEnemy","s","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27376_t","killCow","t","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_27375_u","flyPig","u","LAchievement;","Lnu;","AchievementList","en","net/minecraft/src","0"
"field_25210_a","instance","a","LAchievementMap;","Lb;","AchievementMap","b","net/minecraft/src","0"
"field_25209_b","guidMap","b","Ljava/util/Map;","Ljava/util/Map;","AchievementMap","b","net/minecraft/src","0"
"field_1700_g","boundingBoxes","g","Ljava/util/List;","Ljava/util/List;","AxisAlignedBB","eo","net/minecraft/src","0"
"field_1699_h","numBoundingBoxesInUse","h","I","I","AxisAlignedBB","eo","net/minecraft/src","0"
"field_1698_a","minX","a","D","D","AxisAlignedBB","eo","net/minecraft/src","0"
"field_1697_b","minY","b","D","D","AxisAlignedBB","eo","net/minecraft/src","0"
"field_1704_c","minZ","c","D","D","AxisAlignedBB","eo","net/minecraft/src","0"
"field_1703_d","maxX","d","D","D","AxisAlignedBB","eo","net/minecraft/src","0"
"field_1702_e","maxY","e","D","D","AxisAlignedBB","eo","net/minecraft/src","0"
"field_1701_f","maxZ","f","D","D","AxisAlignedBB","eo","net/minecraft/src","0"
"field_4256_a","rainforest","a","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4255_b","swampland","b","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4254_c","seasonalForest","c","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4253_d","forest","d","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4252_e","savanna","e","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4251_f","shrubland","f","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4250_g","taiga","g","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4249_h","desert","h","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4248_i","plains","i","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4247_j","iceDesert","j","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4246_k","tundra","k","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_4245_l","hell","l","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_28057_m","sky","m","LBiomeGenBase;","Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_6504_m","biomeName","n","Ljava/lang/String;","Ljava/lang/String;","BiomeGenBase","jz","net/minecraft/src","0"
"field_6503_n","color","o","I","I","BiomeGenBase","jz","net/minecraft/src","0"
"field_4242_o","topBlock","p","B","B","BiomeGenBase","jz","net/minecraft/src","0"
"field_4241_p","fillerBlock","q","B","B","BiomeGenBase","jz","net/minecraft/src","0"
"field_6502_q","field_6502_q","r","I","I","BiomeGenBase","jz","net/minecraft/src","0"
"field_25066_r","spawnableMonsterList","s","Ljava/util/List;","Ljava/util/List;","BiomeGenBase","jz","net/minecraft/src","0"
"field_25065_s","spawnableCreatureList","t","Ljava/util/List;","Ljava/util/List;","BiomeGenBase","jz","net/minecraft/src","0"
"field_25064_t","spawnableWaterCreatureList","u","Ljava/util/List;","Ljava/util/List;","BiomeGenBase","jz","net/minecraft/src","0"
"field_27080_u","enableSnow","v","Z","Z","BiomeGenBase","jz","net/minecraft/src","0"
"field_27079_v","enableRain","w","Z","Z","BiomeGenBase","jz","net/minecraft/src","0"
"field_4237_t","biomeLookupTable","x","[LBiomeGenBase;","[Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"field_354_e","soundPowderFootstep","d","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9254_e","soundWoodFootstep","e","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9253_f","soundGravelFootstep","f","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9252_g","soundGrassFootstep","g","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9251_h","soundStoneFootstep","h","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9250_i","soundMetalFootstep","i","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9249_j","soundGlassFootstep","j","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9248_k","soundClothFootstep","k","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_9247_l","soundSandFootstep","l","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_345_n","blocksList","m","[LBlock;","[Lun;","Block","un","net/minecraft/src","0"
"field_344_o","tickOnLoad","n","[Z","[Z","Block","un","net/minecraft/src","0"
"field_343_p","opaqueCubeLookup","o","[Z","[Z","Block","un","net/minecraft/src","0"
"field_342_q","isBlockContainer","p","[Z","[Z","Block","un","net/minecraft/src","0"
"field_341_r","lightOpacity","q","[I","[I","Block","un","net/minecraft/src","0"
"field_340_s","canBlockGrass","r","[Z","[Z","Block","un","net/minecraft/src","0"
"field_339_t","lightValue","s","[I","[I","Block","un","net/minecraft/src","0"
"field_28032_t","field_28032_t","t","[Z","[Z","Block","un","net/minecraft/src","0"
"field_338_u","stone","u","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_337_v","grass","v","LBlockGrass;","Lwg;","Block","un","net/minecraft/src","0"
"field_336_w","dirt","w","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_335_x","cobblestone","x","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_334_y","planks","y","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_333_z","sapling","z","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_403_A","bedrock","A","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_401_B","waterMoving","B","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_399_C","waterStill","C","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_397_D","lavaMoving","D","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_395_E","lavaStill","E","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_393_F","sand","F","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_392_G","gravel","G","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_390_H","oreGold","H","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_388_I","oreIron","I","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_386_J","oreCoal","J","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_385_K","wood","K","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_384_L","leaves","L","LBlockLeaves;","Lbj;","Block","un","net/minecraft/src","0"
"field_383_M","sponge","M","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_382_N","glass","N","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9267_N","oreLapis","O","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9266_O","blockLapis","P","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9265_P","dispenser","Q","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9264_Q","sandStone","R","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9263_R","musicBlock","S","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9262_S","blockBed","T","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9261_T","railPowered","U","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9260_U","railDetector","V","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9259_V","field_9259_V","W","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9258_W","web","X","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9257_X","tallGrass","Y","LBlockTallGrass;","Lrp;","Block","un","net/minecraft/src","0"
"field_9256_Y","deadBush","Z","LBlockDeadBush;","Liy;","Block","un","net/minecraft/src","0"
"field_9255_Z","field_9255_Z","aa","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9269_aa","field_9269_aa","ab","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_419_ac","cloth","ac","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_9268_ac","field_9268_ac","ad","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_417_ae","plantYellow","ae","LBlockFlower;","Lvt;","Block","un","net/minecraft/src","0"
"field_416_af","plantRed","af","LBlockFlower;","Lvt;","Block","un","net/minecraft/src","0"
"field_415_ag","mushroomBrown","ag","LBlockFlower;","Lvt;","Block","un","net/minecraft/src","0"
"field_414_ah","mushroomRed","ah","LBlockFlower;","Lvt;","Block","un","net/minecraft/src","0"
"field_413_ai","blockGold","ai","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_412_aj","blockSteel","aj","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_411_ak","stairDouble","ak","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_410_al","stairSingle","al","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_409_am","brick","am","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_408_an","tnt","an","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_407_ao","bookShelf","ao","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_406_ap","cobblestoneMossy","ap","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_405_aq","obsidian","aq","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_404_ar","torchWood","ar","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_402_as","fire","as","LBlockFire;","Lyh;","Block","un","net/minecraft/src","0"
"field_400_at","mobSpawner","at","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4059_au","stairCompactPlanks","au","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_396_av","chest","av","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_394_aw","redstoneWire","aw","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_391_ax","oreDiamond","ax","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_389_ay","blockDiamond","ay","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_387_az","workbench","az","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_447_aA","crops","aA","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_446_aB","tilledField","aB","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_445_aC","stoneOvenIdle","aC","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_444_aD","stoneOvenActive","aD","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_443_aE","signPost","aE","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_442_aF","doorWood","aF","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_441_aG","ladder","aG","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_440_aH","rail","aH","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4069_aI","stairCompactCobblestone","aI","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4068_aJ","signWall","aJ","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4067_aK","lever","aK","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4066_aL","pressurePlateStone","aL","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_435_aM","doorSteel","aM","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4065_aN","pressurePlatePlanks","aN","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_433_aO","oreRedstone","aO","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_432_aP","oreRedstoneGlowing","aP","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_431_aQ","torchRedstoneIdle","aQ","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_430_aR","torchRedstoneActive","aR","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4064_aS","button","aS","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_428_aT","snow","aT","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4063_aU","ice","aU","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_426_aV","blockSnow","aV","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_425_aW","cactus","aW","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_424_aX","blockClay","aX","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_423_aY","reed","aY","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_422_aZ","jukebox","aZ","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4057_ba","fence","ba","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4055_bb","pumpkin","bb","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4053_bc","netherrack","bc","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4051_bd","slowSand","bd","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4049_be","glowStone","be","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_4047_bf","portal","bf","LBlockPortal;","Laj;","Block","un","net/minecraft/src","0"
"field_4045_bg","pumpkinLantern","bg","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_21026_bg","cake","bh","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_22021_bh","redstoneRepeaterIdle","bi","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_22020_bi","redstoneRepeaterActive","bj","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_25017_bj","lockedChest","bk","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_28033_bl","trapdoor","bl","LBlock;","Lun;","Block","un","net/minecraft/src","0"
"field_378_bb","blockIndexInTexture","bm","I","I","Block","un","net/minecraft/src","0"
"field_376_bc","blockID","bn","I","I","Block","un","net/minecraft/src","0"
"field_374_bd","blockHardness","bo","F","F","Block","un","net/minecraft/src","0"
"field_372_be","blockResistance","bp","F","F","Block","un","net/minecraft/src","0"
"field_27035_bo","field_27035_bo","bq","Z","Z","Block","un","net/minecraft/src","0"
"field_27034_bp","enableStats","br","Z","Z","Block","un","net/minecraft/src","0"
"field_370_bf","minX","bs","D","D","Block","un","net/minecraft/src","0"
"field_368_bg","minY","bt","D","D","Block","un","net/minecraft/src","0"
"field_366_bh","minZ","bu","D","D","Block","un","net/minecraft/src","0"
"field_364_bi","maxX","bv","D","D","Block","un","net/minecraft/src","0"
"field_362_bj","maxY","bw","D","D","Block","un","net/minecraft/src","0"
"field_360_bk","maxZ","bx","D","D","Block","un","net/minecraft/src","0"
"field_358_bl","stepSound","by","LStepSound;","Lcr;","Block","un","net/minecraft/src","0"
"field_357_bm","blockParticleGravity","bz","F","F","Block","un","net/minecraft/src","0"
"field_356_bn","blockMaterial","bA","LMaterial;","Llj;","Block","un","net/minecraft/src","0"
"field_355_bo","slipperiness","bB","F","F","Block","un","net/minecraft/src","0"
"field_469_a","blockName","a","Ljava/lang/String;","Ljava/lang/String;","Block","un","net/minecraft/src","0"
"field_22033_a","headBlockToFootBlockMap","a","[[I","[[I","BlockBed","uw","net/minecraft/src","0"
"field_6363_a","localFlag","a","Z","Z","BlockBreakable","jm","net/minecraft/src","0"
"field_457_a","random","a","Ljava/util/Random;","Ljava/util/Random;","BlockChest","e","net/minecraft/src","0"
"field_28035_a","field_28035_a","a","Ljava/util/Random;","Ljava/util/Random;","BlockDispenser","xh","net/minecraft/src","0"
"field_449_a","chanceToEncourageFire","a","[I","[I","BlockFire","yh","net/minecraft/src","0"
"field_448_b","abilityToCatchFire","b","[I","[I","BlockFire","yh","net/minecraft/src","0"
"field_460_a","numAdjacentSources","a","I","I","BlockFlowing","oi","net/minecraft/src","0"
"field_459_b","isOptimalFlowDirection","b","[Z","[Z","BlockFlowing","oi","net/minecraft/src","0"
"field_461_c","flowCost","c","[I","[I","BlockFlowing","oi","net/minecraft/src","0"
"field_28036_a","furnaceRand","a","Ljava/util/Random;","Ljava/util/Random;","BlockFurnace","sx","net/minecraft/src","0"
"field_456_a","isActive","b","Z","Z","BlockFurnace","sx","net/minecraft/src","0"
"field_28037_c","keepFurnaceInventory","c","Z","Z","BlockFurnace","sx","net/minecraft/src","0"
"field_463_b","baseIndexInPNG","c","I","I","BlockLeaves","bj","net/minecraft/src","0"
"field_20017_a","adjacentTreeBlocks","a","[I","[I","BlockLeaves","bj","net/minecraft/src","0"
"field_6359_a","graphicsLevel","b","Z","Z","BlockLeavesBase","nn","net/minecraft/src","0"
"field_467_a","triggerMobType","a","LEnumMobType;","Lro;","BlockPressurePlate","bt","net/minecraft/src","0"
"field_4072_a","blockType","a","Z","Z","BlockPumpkin","fa","net/minecraft/src","0"
"field_27045_a","isPowered","a","Z","Z","BlockRail","oy","net/minecraft/src","0"
"field_468_a","field_468_a","a","Z","Z","BlockRedstoneOre","bq","net/minecraft/src","0"
"field_22024_a","field_22024_a","a","[D","[D","BlockRedstoneRepeater","wf","net/minecraft/src","0"
"field_22023_b","field_22023_b","b","[I","[I","BlockRedstoneRepeater","wf","net/minecraft/src","0"
"field_22025_c","isRepeaterPowered","c","Z","Z","BlockRedstoneRepeater","wf","net/minecraft/src","0"
"field_451_a","torchActive","a","Z","Z","BlockRedstoneTorch","cz","net/minecraft/src","0"
"field_450_b","torchUpdates","b","Ljava/util/List;","Ljava/util/List;","BlockRedstoneTorch","cz","net/minecraft/src","0"
"field_453_a","wiresProvidePower","a","Z","Z","BlockRedstoneWire","sh","net/minecraft/src","0"
"field_21031_b","field_21031_b","b","Ljava/util/Set;","Ljava/util/Set;","BlockRedstoneWire","sh","net/minecraft/src","0"
"field_466_a","fallInstantly","a","Z","Z","BlockSand","gi","net/minecraft/src","0"
"field_455_a","signEntityClass","a","Ljava/lang/Class;","Ljava/lang/Class;","BlockSign","ue","net/minecraft/src","0"
"field_454_b","isFreestanding","b","Z","Z","BlockSign","ue","net/minecraft/src","0"
"field_452_a","modelBlock","a","LBlock;","Lun;","BlockStairs","sn","net/minecraft/src","0"
"field_22037_a","field_22037_a","a","[Ljava/lang/String;","[Ljava/lang/String;","BlockStep","yj","net/minecraft/src","0"
"field_20922_a","blockType","b","Z","Z","BlockStep","yj","net/minecraft/src","0"
