"name","notch","supername","package","side"
"CanvasIsomPreview","bc","","net/minecraft/src","0"
"CanvasMinecraftApplet","q","","net/minecraft/src","0"
"CanvasMojangLogo","fw","","net/minecraft/src","0"
"ChatAllowedCharacters","fn","","net/minecraft/src","0"
"ChatLine","sr","","net/minecraft/src","0"
"Chunk","li","","net/minecraft/src","0"
"ChunkBlockMap","va","","net/minecraft/src","0"
"ChunkCache","eu","","net/minecraft/src","0"
"ChunkCoordinates","bp","","net/minecraft/src","0"
"ChunkCoordIntPair","yp","","net/minecraft/src","0"
"ChunkFile","dx","","net/minecraft/src","0"
"ChunkFilePattern","rn","","net/minecraft/src","0"
"ChunkFolderPattern","ck","","net/minecraft/src","0"
"ChunkLoader","tj","","net/minecraft/src","0"
"ChunkPosition","vx","","net/minecraft/src","0"
"ChunkProvider","og","","net/minecraft/src","0"
"ChunkProviderClient","uo","","net/minecraft/src","0"
"ChunkProviderGenerate","xw","","net/minecraft/src","0"
"ChunkProviderHell","qj","","net/minecraft/src","0"
"ChunkProviderLoadOrGenerate","kt","","net/minecraft/src","0"
"ChunkProviderSky","ja","","net/minecraft/src","0"
"ClippingHelper","dp","","net/minecraft/src","0"
"ClippingHelperImpl","v","ClippingHelper","net/minecraft/src","0"
"CodecMus","il","","net/minecraft/src","0"
"ColorizerFoliage","je","","net/minecraft/src","0"
"ColorizerGrass","hx","","net/minecraft/src","0"
"ColorizerWater","hu","","net/minecraft/src","0"
"CompressedStreamTools","ar","","net/minecraft/src","0"
"Container","du","","net/minecraft/src","0"
"ContainerChest","cb","Container","net/minecraft/src","0"
"ContainerDispenser","sc","Container","net/minecraft/src","0"
"ContainerFurnace","bk","Container","net/minecraft/src","0"
"ContainerPlayer","z","Container","net/minecraft/src","0"
"ContainerWorkbench","iq","Container","net/minecraft/src","0"
"CraftingManager","hi","","net/minecraft/src","0"
"DataWatcher","ty","","net/minecraft/src","0"
"EffectRenderer","dl","","net/minecraft/src","0"
"Empty1","gu","","net/minecraft/src","0"
"Empty2","hz","","net/minecraft/src","0"
"EmptyChunk","le","Chunk","net/minecraft/src","0"
"Entity","si","","net/minecraft/src","0"
"EntityAnimal","bf","EntityCreature","net/minecraft/src","0"
"EntityArrow","sg","Entity","net/minecraft/src","0"
"EntityBoat","fx","Entity","net/minecraft/src","0"
"EntityBubbleFX","cp","EntityFX","net/minecraft/src","0"
"EntityChicken","wn","EntityAnimal","net/minecraft/src","0"
"EntityClientPlayerMP","tf","EntityPlayerSP","net/minecraft/src","0"
"EntityCow","bv","EntityAnimal","net/minecraft/src","0"
"EntityCreature","if","EntityLiving","net/minecraft/src","0"
"EntityCreeper","fz","EntityMob","net/minecraft/src","0"
"EntityDiggingFX","qi","EntityFX","net/minecraft/src","0"
"EntityEgg","vn","Entity","net/minecraft/src","0"
"EntityExplodeFX","gw","EntityFX","net/minecraft/src","0"
"EntityFallingSand","jq","Entity","net/minecraft/src","0"
"EntityFireball","cd","Entity","net/minecraft/src","0"
"EntityFish","lt","Entity","net/minecraft/src","0"
"EntityFlameFX","qp","EntityFX","net/minecraft/src","0"
"EntityFlying","wh","EntityLiving","net/minecraft/src","0"
"EntityFootStepFX","gj","EntityFX","net/minecraft/src","0"
"EntityFX","xn","Entity","net/minecraft/src","0"
"EntityGhast","bn","EntityFlying","net/minecraft/src","0"
"EntityGiantZombie","np","EntityMob","net/minecraft/src","0"
"EntityHeartFX","jy","EntityFX","net/minecraft/src","0"
"EntityItem","hj","Entity","net/minecraft/src","0"
"EntityLavaFX","fe","EntityFX","net/minecraft/src","0"
"EntityLightningBolt","c","EntityWeatherEffect","net/minecraft/src","0"
"EntityList","iz","","net/minecraft/src","0"
"EntityLiving","lo","Entity","net/minecraft/src","0"
"EntityMinecart","yc","Entity","net/minecraft/src","0"
"EntityMob","gx","EntityCreature","net/minecraft/src","0"
"EntityNoteFX","ad","EntityFX","net/minecraft/src","0"
"EntityOtherPlayerMP","xq","EntityPlayer","net/minecraft/src","0"
"EntityPainting","qq","Entity","net/minecraft/src","0"
"EntityPickupFX","ek","EntityFX","net/minecraft/src","0"
"EntityPig","vz","EntityAnimal","net/minecraft/src","0"
"EntityPigZombie","xr","EntityZombie","net/minecraft/src","0"
"EntityPlayer","gq","EntityLiving","net/minecraft/src","0"
"EntityPlayerSP","da","EntityPlayer","net/minecraft/src","0"
"EntityPortalFX","ol","EntityFX","net/minecraft/src","0"
"EntityRainFX","wu","EntityFX","net/minecraft/src","0"
"EntityReddustFX","ij","EntityFX","net/minecraft/src","0"
"EntityRenderer","pt","","net/minecraft/src","0"
"EntitySheep","dj","EntityAnimal","net/minecraft/src","0"
"EntitySkeleton","fp","EntityMob","net/minecraft/src","0"
"EntitySlime","up","EntityLiving","net/minecraft/src","0"
"EntitySlimeFX","ox","EntityFX","net/minecraft/src","0"
"EntitySmokeFX","xe","EntityFX","net/minecraft/src","0"
"EntitySnowball","bw","Entity","net/minecraft/src","0"
"EntitySnowShovelFX","mq","EntityFX","net/minecraft/src","0"
"EntitySorter","jl","","net/minecraft/src","0"
"EntitySpider","cl","EntityMob","net/minecraft/src","0"
"EntitySplashFX","st","EntityRainFX","net/minecraft/src","0"
"EntitySquid","xk","EntityWaterMob","net/minecraft/src","0"
"EntityTNTPrimed","qr","Entity","net/minecraft/src","0"
"EntityWaterMob","aq","EntityCreature","net/minecraft/src","0"
"EntityWeatherEffect","yl","Entity","net/minecraft/src","0"
"EntityWolf","gg","EntityAnimal","net/minecraft/src","0"
"EntityZombie","ur","EntityMob","net/minecraft/src","0"
"EnumArt","in","","net/minecraft/src","0"
"EnumCreatureType","lg","","net/minecraft/src","0"
"EnumJsonNodeType","as","","net/minecraft/src","0"
"EnumJsonNodeTypeMappingHelper","kv","","net/minecraft/src","0"
"EnumMobType","ro","","net/minecraft/src","0"
"EnumMovingObjectType","jd","","net/minecraft/src","0"
"EnumOptions","hr","","net/minecraft/src","0"
"EnumOptionsMappingHelper","fo","","net/minecraft/src","0"
"EnumOS1","jk","","net/minecraft/src","0"
"EnumOS2","oz","","net/minecraft/src","0"
"EnumOSMappingHelper","kj","","net/minecraft/src","0"
"EnumSkyBlock","dz","","net/minecraft/src","0"
"EnumStatus","cu","","net/minecraft/src","0"
"EnumToolMaterial","bs","","net/minecraft/src","0"
"Explosion","qs","","net/minecraft/src","0"
"FontRenderer","se","","net/minecraft/src","0"
"Frustrum","sm","","net/minecraft/src","0"
"FurnaceRecipes","ew","","net/minecraft/src","0"
"GameSettings","kr","","net/minecraft/src","0"
"GameWindowListener","kf","","net/minecraft/src","0"
"GLAllocation","gc","","net/minecraft/src","0"
"Gui","tw","","net/minecraft/src","0"
"GuiAchievement","vm","Gui","net/minecraft/src","0"
"GuiAchievements","xd","GuiScreen","net/minecraft/src","0"
"GuiButton","ka","Gui","net/minecraft/src","0"
"GuiChat","ga","GuiScreen","net/minecraft/src","0"
"GuiChest","hn","GuiContainer","net/minecraft/src","0"
"GuiConflictWarning","qd","GuiScreen","net/minecraft/src","0"
"GuiConnectFailed","ev","GuiScreen","net/minecraft/src","0"
"GuiConnecting","vp","GuiScreen","net/minecraft/src","0"
"GuiContainer","ia","GuiScreen","net/minecraft/src","0"
"GuiControls","uj","GuiScreen","net/minecraft/src","0"
"GuiCrafting","ok","GuiContainer","net/minecraft/src","0"
"GuiCreateWorld","fh","GuiScreen","net/minecraft/src","0"
"GuiDispenser","go","GuiContainer","net/minecraft/src","0"
"GuiDownloadTerrain","ge","GuiScreen","net/minecraft/src","0"
"GuiEditSign","xt","GuiScreen","net/minecraft/src","0"
"GuiErrorScreen","w","GuiScreen","net/minecraft/src","0"
"GuiFurnace","or","GuiContainer","net/minecraft/src","0"
"GuiGameOver","cf","GuiScreen","net/minecraft/src","0"
"GuiIngame","uk","Gui","net/minecraft/src","0"
"GuiIngameMenu","ov","GuiScreen","net/minecraft/src","0"
"GuiInventory","tz","GuiContainer","net/minecraft/src","0"
"GuiMainMenu","fs","GuiScreen","net/minecraft/src","0"
"GuiMultiplayer","lm","GuiScreen","net/minecraft/src","0"
"GuiOptions","cm","GuiScreen","net/minecraft/src","0"
"GuiParticle","ds","Gui","net/minecraft/src","0"
"GuiRenameWorld","jh","GuiScreen","net/minecraft/src","0"
"GuiScreen","cy","Gui","net/minecraft/src","0"
"GuiSelectWorld","rl","GuiScreen","net/minecraft/src","0"
"GuiSleepMP","gf","GuiChat","net/minecraft/src","0"
"GuiSlider","vr","GuiButton","net/minecraft/src","0"
"GuiSlot","lc","","net/minecraft/src","0"
"GuiSlotStats","is","GuiSlot","net/minecraft/src","0"
"GuiSlotStatsBlock","fy","GuiSlotStats","net/minecraft/src","0"
"GuiSlotStatsGeneral","sp","GuiSlot","net/minecraft/src","0"
"GuiSlotStatsItem","cg","GuiSlotStats","net/minecraft/src","0"
"GuiSmallButton","aa","GuiButton","net/minecraft/src","0"
"GuiStats","dt","GuiScreen","net/minecraft/src","0"
"GuiTextField","rj","Gui","net/minecraft/src","0"
"GuiTexturePacks","fq","GuiScreen","net/minecraft/src","0"
"GuiTexturePackSlot","dc","GuiSlot","net/minecraft/src","0"
"GuiUnused","cc","GuiScreen","net/minecraft/src","0"
"GuiVideoSettings","nf","GuiScreen","net/minecraft/src","0"
"GuiWorldSlot","mb","GuiSlot","net/minecraft/src","0"
"GuiYesNo","qo","GuiScreen","net/minecraft/src","0"
"IBlockAccess","xg","","net/minecraft/src","0"
"ICamera","ye","","net/minecraft/src","0"
"IChunkLoader","be","","net/minecraft/src","0"
"IChunkProvider","cj","","net/minecraft/src","0"
"ICrafting","ea","","net/minecraft/src","0"
"IInvBasic","ht","","net/minecraft/src","0"
"IInventory","ls","","net/minecraft/src","0"
"ImageBuffer","nb","","net/minecraft/src","0"
"ImageBufferDownload","rm","","net/minecraft/src","0"
"IMob","fd","","net/minecraft/src","0"
"InventoryBasic","qk","","net/minecraft/src","0"
"InventoryCrafting","mm","","net/minecraft/src","0"
"InventoryCraftResult","wc","","net/minecraft/src","0"
"InventoryLargeChest","oc","","net/minecraft/src","0"
"InventoryPlayer","iu","","net/minecraft/src","0"
"IProgressUpdate","xs","","net/minecraft/src","0"
"IRecipe","dr","","net/minecraft/src","0"
"ISaveFormat","nh","","net/minecraft/src","0"
"ISaveHandler","wk","","net/minecraft/src","0"
"IsoImageBuffer","qz","","net/minecraft/src","0"
"IStatStringFormat","gr","","net/minecraft/src","0"
"IStatType","wb","","net/minecraft/src","0"
"Item","gk","","net/minecraft/src","0"
"ItemArmor","vs","Item","net/minecraft/src","0"
"ItemAxe","sv","ItemTool","net/minecraft/src","0"
"ItemBed","ll","Item","net/minecraft/src","0"
"ItemBlock","ci","Item","net/minecraft/src","0"
"ItemBoat","uv","Item","net/minecraft/src","0"
"ItemBow","qu","Item","net/minecraft/src","0"
"ItemBucket","bb","Item","net/minecraft/src","0"
"ItemCloth","bh","ItemBlock","net/minecraft/src","0"
"ItemCoal","rs","Item","net/minecraft/src","0"
"ItemCookie","qg","ItemFood","net/minecraft/src","0"
"ItemDoor","hs","Item","net/minecraft/src","0"
"ItemDye","ki","Item","net/minecraft/src","0"
"ItemEgg","mk","Item","net/minecraft/src","0"
"ItemFishingRod","cq","Item","net/minecraft/src","0"
"ItemFlintAndSteel","xv","Item","net/minecraft/src","0"
"ItemFood","yn","Item","net/minecraft/src","0"
"ItemHoe","kw","Item","net/minecraft/src","0"
"ItemLog","gm","ItemBlock","net/minecraft/src","0"
"ItemMap","wi","ItemMapBase","net/minecraft/src","0"
"ItemMapBase","cn","Item","net/minecraft/src","0"
"ItemMinecart","rg","Item","net/minecraft/src","0"
"ItemPainting","yd","Item","net/minecraft/src","0"
"ItemPickaxe","at","ItemTool","net/minecraft/src","0"
"ItemRecord","tm","Item","net/minecraft/src","0"
"ItemRedstone","ib","Item","net/minecraft/src","0"
"ItemReed","lr","Item","net/minecraft/src","0"
"ItemRenderer","qv","","net/minecraft/src","0"
"ItemSaddle","rv","Item","net/minecraft/src","0"
"ItemSapling","mn","ItemBlock","net/minecraft/src","0"
"ItemSeeds","rf","Item","net/minecraft/src","0"
"ItemSign","uu","Item","net/minecraft/src","0"
"ItemSlab","el","ItemBlock","net/minecraft/src","0"
"ItemSnowball","dk","Item","net/minecraft/src","0"
"ItemSoup","bx","ItemFood","net/minecraft/src","0"
"ItemSpade","vu","ItemTool","net/minecraft/src","0"
"ItemStack","iw","","net/minecraft/src","0"
"ItemSword","pz","Item","net/minecraft/src","0"
"ItemTool","do","Item","net/minecraft/src","0"
"IWorldAccess","pi","","net/minecraft/src","0"
"J_ArrayNodeContainer","mw","","net/minecraft/src","0"
"J_ChainedFunctor","i","","net/minecraft/src","0"
"J_CompactJsonFormatter","ej","","net/minecraft/src","0"
"J_FieldNodeContainer","my","","net/minecraft/src","0"
"J_Functor","yg","","net/minecraft/src","0"
"J_InvalidSyntaxException","wv","","net/minecraft/src","0"
"J_JdomParser","hv","","net/minecraft/src","0"
"J_JsonArray","oa","J_JsonRootNode","net/minecraft/src","0"
"J_JsonArrayNodeBuilder","eb","","net/minecraft/src","0"
"J_JsonArrayNodeSelector","kb","J_LeafFunctor","net/minecraft/src","0"
"J_JsonConstants","vf","J_JsonNode","net/minecraft/src","0"
"J_JsonElementNodeSelector","qc","J_LeafFunctor","net/minecraft/src","0"
"J_JsonEscapedString","yk","","net/minecraft/src","0"
"J_JsonFalseNodeBuilder","tt","","net/minecraft/src","0"
"J_JsonFieldBuilder","pj","","net/minecraft/src","0"
"J_JsonFieldNodeSelector","qe","J_LeafFunctor","net/minecraft/src","0"
"J_JsonFormatter","mf","","net/minecraft/src","0"
"J_JsonListener","vy","","net/minecraft/src","0"
"J_JsonListenerToJdomAdapter","lp","","net/minecraft/src","0"
"J_JsonNode","gs","","net/minecraft/src","0"
"J_JsonNodeBuilder","kx","","net/minecraft/src","0"
"J_JsonNodeBuilders","sz","","net/minecraft/src","0"
"J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException","mv","J_JsonNodeDoesNotMatchJsonNodeSelectorException","net/minecraft/src","0"
"J_JsonNodeDoesNotMatchJsonNodeSelectorException","ac","","net/minecraft/src","0"
"J_JsonNodeDoesNotMatchPathElementsException","an","J_JsonNodeDoesNotMatchJsonNodeSelectorException","net/minecraft/src","0"
"J_JsonNodeFactories","oh","","net/minecraft/src","0"
"J_JsonNodeList","x","","net/minecraft/src","0"
"J_JsonNodeSelector","jp","","net/minecraft/src","0"
"J_JsonNodeSelectors","jw","","net/minecraft/src","0"
"J_JsonNullNodeBuilder","tx","","net/minecraft/src","0"
"J_JsonNumberNode","ix","J_JsonNode","net/minecraft/src","0"
"J_JsonNumberNodeBuilder","ny","","net/minecraft/src","0"
"J_JsonObject","kn","J_JsonRootNode","net/minecraft/src","0"
"J_JsonObjectNodeBuilder","ss","","net/minecraft/src","0"
"J_JsonObjectNodeList","ou","","net/minecraft/src","0"
"J_JsonObjectNodeSelector","qb","J_LeafFunctor","net/minecraft/src","0"
"J_JsonRootNode","qa","J_JsonNode","net/minecraft/src","0"
"J_JsonStringNode","pw","J_JsonNode","net/minecraft/src","0"
"J_JsonStringNodeBuilder","f","","net/minecraft/src","0"
"J_JsonStringNodeSelector","kg","J_LeafFunctor","net/minecraft/src","0"
"J_JsonTrueNodeBuilder","tv","","net/minecraft/src","0"
"J_LeafFunctor","az","","net/minecraft/src","0"
"J_NodeContainer","pq","","net/minecraft/src","0"
"J_ObjectNodeContainer","mu","","net/minecraft/src","0"
"J_PositionTrackingPushbackReader","lf","","net/minecraft/src","0"
"J_SajParser","am","","net/minecraft/src","0"
"J_ThingWithPosition","er","","net/minecraft/src","0"
"KeyBinding","px","","net/minecraft/src","0"
"LoadingScreenRenderer","mg","","net/minecraft/src","0"
"MapColor","dv","","net/minecraft/src","0"
"MapCoord","aw","","net/minecraft/src","0"
"MapData","ir","MapDataBase","net/minecraft/src","0"
"MapDataBase","hk","","net/minecraft/src","0"
"MapGenBase","ft","","net/minecraft/src","0"
"MapGenCaves","sl","MapGenBase","net/minecraft/src","0"
"MapGenCavesHell","pg","MapGenBase","net/minecraft/src","0"
"MapInfo","sd","","net/minecraft/src","0"
"MapItemRenderer","iv","","net/minecraft/src","0"
"MapStorage","ha","","net/minecraft/src","0"
"Material","lj","","net/minecraft/src","0"
"MaterialLiquid","sb","Material","net/minecraft/src","0"
"MaterialLogic","ap","Material","net/minecraft/src","0"
"MaterialPortal","oq","Material","net/minecraft/src","0"
"MaterialTransparent","lq","Material","net/minecraft/src","0"
"MathHelper","ik","","net/minecraft/src","0"
"MCHash","jt","","net/minecraft/src","0"
"MCHashEntry","wd","","net/minecraft/src","0"
"McRegionChunkLoader","kz","","net/minecraft/src","0"
"MD5String","hd","","net/minecraft/src","0"
"MetadataChunkBlock","so","","net/minecraft/src","0"
"MinecraftAppletImpl","p","Minecraft","net/minecraft/src","0"
"MinecraftError","xo","","net/minecraft/src","0"
"MinecraftException","um","","net/minecraft/src","0"
"MinecraftImpl","km","Minecraft","net/minecraft/src","0"
"ModelBase","kk","","net/minecraft/src","0"
"ModelBed","jg","","net/minecraft/src","0"
"ModelBiped","ff","ModelBase","net/minecraft/src","0"
"ModelBoat","ex","ModelBase","net/minecraft/src","0"
"ModelChicken","sy","ModelBase","net/minecraft/src","0"
"ModelCow","hf","ModelQuadruped","net/minecraft/src","0"
"ModelCreeper","ii","ModelBase","net/minecraft/src","0"
"ModelGhast","lk","ModelBase","net/minecraft/src","0"
"ModelMinecart","nm","ModelBase","net/minecraft/src","0"
"ModelPig","ef","ModelQuadruped","net/minecraft/src","0"
"ModelQuadruped","nj","ModelBase","net/minecraft/src","0"
"ModelRenderer","po","","net/minecraft/src","0"
"ModelSheep1","dy","ModelQuadruped","net/minecraft/src","0"
"ModelSheep2","ms","ModelQuadruped","net/minecraft/src","0"
"ModelSkeleton","ky","ModelZombie","net/minecraft/src","0"
"ModelSlime","nk","ModelBase","net/minecraft/src","0"
"ModelSpider","rx","ModelBase","net/minecraft/src","0"
"ModelSquid","we","ModelBase","net/minecraft/src","0"
"ModelWolf","n","ModelBase","net/minecraft/src","0"
"ModelZombie","eh","ModelBiped","net/minecraft/src","0"
"MouseFilter","cs","","net/minecraft/src","0"
"MouseHelper","vq","","net/minecraft/src","0"
"MovementInput","ui","","net/minecraft/src","0"
"MovementInputFromOptions","ln","MovementInput","net/minecraft/src","0"
"MovingObjectPosition","ux","","net/minecraft/src","0"
"MusInputStream","nl","","net/minecraft/src","0"
"NBTBase","ig","","net/minecraft/src","0"
"NBTTagByte","ql","NBTBase","net/minecraft/src","0"
"NBTTagByteArray","hl","NBTBase","net/minecraft/src","0"
"NBTTagCompound","nq","NBTBase","net/minecraft/src","0"
"NBTTagDouble","su","NBTBase","net/minecraft/src","0"
"NBTTagEnd","ld","NBTBase","net/minecraft/src","0"
"NBTTagFloat","o","NBTBase","net/minecraft/src","0"
"NBTTagInt","pl","NBTBase","net/minecraft/src","0"
"NBTTagList","sk","NBTBase","net/minecraft/src","0"
"NBTTagLong","md","NBTBase","net/minecraft/src","0"
"NBTTagShort","uf","NBTBase","net/minecraft/src","0"
"NBTTagString","ws","NBTBase","net/minecraft/src","0"
"NetClientHandler","mx","NetHandler","net/minecraft/src","0"
"NetHandler","td","","net/minecraft/src","0"
"NetworkManager","pb","","net/minecraft/src","0"
"NetworkMasterThread","wx","","net/minecraft/src","0"
"NetworkReaderThread","xa","","net/minecraft/src","0"
"NetworkWriterThread","xc","","net/minecraft/src","0"
"NextTickListEntry","qt","","net/minecraft/src","0"
"NibbleArray","wa","","net/minecraft/src","0"
"NoiseGenerator","dd","","net/minecraft/src","0"
"NoiseGenerator2","ca","","net/minecraft/src","0"
"NoiseGeneratorOctaves","ua","NoiseGenerator","net/minecraft/src","0"
"NoiseGeneratorOctaves2","ub","NoiseGenerator","net/minecraft/src","0"
"NoiseGeneratorPerlin","al","NoiseGenerator","net/minecraft/src","0"
"OpenGlCapsChecker","cv","","net/minecraft/src","0"
"OsMap","tp","","net/minecraft/src","0"
"Packet","ke","","net/minecraft/src","0"
"Packet0KeepAlive","lv","Packet","net/minecraft/src","0"
"Packet100OpenWindow","it","Packet","net/minecraft/src","0"
"Packet101CloseWindow","mj","Packet","net/minecraft/src","0"
"Packet102WindowClick","qn","Packet","net/minecraft/src","0"
"Packet103SetSlot","ho","Packet","net/minecraft/src","0"
"Packet104WindowItems","jx","Packet","net/minecraft/src","0"
"Packet105UpdateProgressbar","mr","Packet","net/minecraft/src","0"
"Packet106Transaction","of","Packet","net/minecraft/src","0"
"Packet10Flying","id","Packet","net/minecraft/src","0"
"Packet11PlayerPosition","ae","Packet10Flying","net/minecraft/src","0"
"Packet12PlayerLook","uz","Packet10Flying","net/minecraft/src","0"
"Packet130UpdateSign","ud","Packet","net/minecraft/src","0"
"Packet131MapData","ah","Packet","net/minecraft/src","0"
"Packet13PlayerLookMove","et","Packet10Flying","net/minecraft/src","0"
"Packet14BlockDig","jr","Packet","net/minecraft/src","0"
"Packet15Place","gv","Packet","net/minecraft/src","0"
"Packet16BlockItemSwitch","hm","Packet","net/minecraft/src","0"
"Packet17Sleep","jv","Packet","net/minecraft/src","0"
"Packet18Animation","ni","Packet","net/minecraft/src","0"
"Packet19EntityAction","tn","Packet","net/minecraft/src","0"
"Packet1Login","nv","Packet","net/minecraft/src","0"
"Packet200Statistic","ob","Packet","net/minecraft/src","0"
"Packet20NamedEntitySpawn","me","Packet","net/minecraft/src","0"
"Packet21PickupSpawn","mz","Packet","net/minecraft/src","0"
"Packet22Collect","dg","Packet","net/minecraft/src","0"
"Packet23VehicleSpawn","sj","Packet","net/minecraft/src","0"
"Packet24MobSpawn","jj","Packet","net/minecraft/src","0"
"Packet255KickDisconnect","yi","Packet","net/minecraft/src","0"
"Packet25EntityPainting","vl","Packet","net/minecraft/src","0"
"Packet27Position","qh","Packet","net/minecraft/src","0"
"Packet28EntityVelocity","gh","Packet","net/minecraft/src","0"
"Packet29DestroyEntity","rq","Packet","net/minecraft/src","0"
"Packet2Handshake","ml","Packet","net/minecraft/src","0"
"Packet30Entity","uc","Packet","net/minecraft/src","0"
"Packet31RelEntityMove","sq","Packet30Entity","net/minecraft/src","0"
"Packet32EntityLook","rw","Packet30Entity","net/minecraft/src","0"
"Packet33RelEntityMoveLook","pv","Packet30Entity","net/minecraft/src","0"
"Packet34EntityTeleport","rb","Packet","net/minecraft/src","0"
"Packet38EntityStatus","jc","Packet","net/minecraft/src","0"
"Packet39AttachEntity","no","Packet","net/minecraft/src","0"
"Packet3Chat","pa","Packet","net/minecraft/src","0"
"Packet40EntityMetadata","uq","Packet","net/minecraft/src","0"
"Packet4UpdateTime","he","Packet","net/minecraft/src","0"
"Packet50PreChunk","rz","Packet","net/minecraft/src","0"
"Packet51MapChunk","ed","Packet","net/minecraft/src","0"
"Packet52MultiBlockChange","wl","Packet","net/minecraft/src","0"
