"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"func_601_g","isBlockOpaqueCube","g","(III)Z","(III)Z","IBlockAccess","ahp","net/minecraft/src","0"
"func_28100_h","isBlockNormalCube","h","(III)Z","(III)Z","IBlockAccess","ahp","net/minecraft/src","0"
"func_20084_d","isAirBlock","i","(III)Z","(III)Z","IBlockAccess","ahp","net/minecraft/src","0"
"func_4075_a","getWorldChunkManager","a","()LWorldChunkManager;","()Lqa;","IBlockAccess","ahp","net/minecraft/src","0"
"func_35452_b","func_35452_b","b","()I","()I","IBlockAccess","ahp","net/minecraft/src","0"
"func_4117_a","getEntityClassRenderObject","a","(Ljava/lang/Class;)LRender;","(Ljava/lang/Class;)Lso;","RenderManager","ael","net/minecraft/src","0"
"func_855_a","getEntityRenderObject","a","(LEntity;)LRender;","(Lmd;)Lso;","RenderManager","ael","net/minecraft/src","0"
"func_22187_a","cacheActiveRenderInfo","a","(LWorld;LRenderEngine;LFontRenderer;LEntityLiving;LGameSettings;F)V","(Luu;Lya;Lmb;Lzs;Lgv;F)V","RenderManager","ael","net/minecraft/src","0"
"func_854_a","renderEntity","a","(LEntity;F)V","(Lmd;F)V","RenderManager","ael","net/minecraft/src","0"
"func_853_a","renderEntityWithPosYaw","a","(LEntity;DDDFF)V","(Lmd;DDDFF)V","RenderManager","ael","net/minecraft/src","0"
"func_852_a","set","a","(LWorld;)V","(Luu;)V","RenderManager","ael","net/minecraft/src","0"
"func_851_a","getDistanceToCamera","a","(DDD)D","(DDD)D","RenderManager","ael","net/minecraft/src","0"
"func_6500_a","getFontRenderer","a","()LFontRenderer;","()Lmb;","RenderManager","ael","net/minecraft/src","0"
"func_35183_c","shouldAttackPlayer","d","(LEntityPlayer;)Z","(Lwd;)Z","EntityEnderman","if","net/minecraft/src","0"
"func_35178_q","teleportRandomly","s","()Z","()Z","EntityEnderman","if","net/minecraft/src","0"
"func_35182_c","teleportToEntity","c","(LEntity;)Z","(Lmd;)Z","EntityEnderman","if","net/minecraft/src","0"
"func_35179_a_","teleportTo","a_","(DDD)Z","(DDD)Z","EntityEnderman","if","net/minecraft/src","0"
"func_35177_b","setCarried","b","(I)V","(I)V","EntityEnderman","if","net/minecraft/src","0"
"func_35176_r","getCarried","s_","()I","()I","EntityEnderman","if","net/minecraft/src","0"
"func_35181_c","setCarryingData","c","(I)V","(I)V","EntityEnderman","if","net/minecraft/src","0"
"func_35180_s","getCarryingData","v","()I","()I","EntityEnderman","if","net/minecraft/src","0"
"func_22022_g","ignoreTick","f","(LWorld;IIII)Z","(Luu;IIII)Z","BlockRedstoneRepeater","pi","net/minecraft/src","0"
"func_40282_a","func_40282_a","a","(LEntityDragon;FFF)V","(Lnd;FFF)V","RenderDragon","ne","net/minecraft/src","0"
"func_40280_a","func_40280_a","a","(LEntityDragon;FFFFFF)V","(Lnd;FFFFFF)V","RenderDragon","ne","net/minecraft/src","0"
"func_40281_a","func_40281_a","a","(LEntityDragon;DDDFF)V","(Lnd;DDDFF)V","RenderDragon","ne","net/minecraft/src","0"
"func_40279_a","func_40279_a","a","(LEntityDragon;F)V","(Lnd;F)V","RenderDragon","ne","net/minecraft/src","0"
"func_40283_a","func_40283_a","a","(LEntityDragon;IF)I","(Lnd;IF)I","RenderDragon","ne","net/minecraft/src","0"
"func_950_f","renderStars","f","()V","()V","RenderGlobal","j","net/minecraft/src","0"
"func_946_a","changeWorld","a","(LWorld;)V","(Luu;)V","RenderGlobal","j","net/minecraft/src","0"
"func_958_a","loadRenderers","a","()V","()V","RenderGlobal","j","net/minecraft/src","0"
"func_951_a","renderEntities","a","(LVec3D;LICamera;F)V","(Lbe;Laih;F)V","RenderGlobal","j","net/minecraft/src","0"
"func_953_b","getDebugInfoRenders","b","()Ljava/lang/String;","()Ljava/lang/String;","RenderGlobal","j","net/minecraft/src","0"
"func_957_c","getDebugInfoEntities","c","()Ljava/lang/String;","()Ljava/lang/String;","RenderGlobal","j","net/minecraft/src","0"
"func_956_b","markRenderersForNewPosition","b","(III)V","(III)V","RenderGlobal","j","net/minecraft/src","0"
"func_943_a","sortAndRender","a","(LEntityLiving;ID)I","(Lzs;ID)I","RenderGlobal","j","net/minecraft/src","0"
"func_962_a","checkOcclusionQueryResult","a","(II)V","(II)V","RenderGlobal","j","net/minecraft/src","0"
"func_952_a","renderSortedRenderers","a","(IIID)I","(IIID)I","RenderGlobal","j","net/minecraft/src","0"
"func_944_a","renderAllRenderLists","a","(ID)V","(ID)V","RenderGlobal","j","net/minecraft/src","0"
"func_945_d","updateClouds","d","()V","()V","RenderGlobal","j","net/minecraft/src","0"
"func_4142_a","renderSky","a","(F)V","(F)V","RenderGlobal","j","net/minecraft/src","0"
"func_4141_b","renderClouds","b","(F)V","(F)V","RenderGlobal","j","net/minecraft/src","0"
"func_27307_a","func_27307_a","a","(DDDF)Z","(DDDF)Z","RenderGlobal","j","net/minecraft/src","0"
"func_6510_c","renderCloudsFancy","c","(F)V","(F)V","RenderGlobal","j","net/minecraft/src","0"
"func_948_a","updateRenderers","a","(LEntityLiving;Z)Z","(Lzs;Z)Z","RenderGlobal","j","net/minecraft/src","0"
"func_959_a","drawBlockBreaking","a","(LEntityPlayer;LMovingObjectPosition;ILItemStack;F)V","(Lwd;Lnx;ILxs;F)V","RenderGlobal","j","net/minecraft/src","0"
"func_955_b","drawSelectionBox","b","(LEntityPlayer;LMovingObjectPosition;ILItemStack;F)V","(Lwd;Lnx;ILxs;F)V","RenderGlobal","j","net/minecraft/src","0"
"func_942_a","drawOutlinedBoundingBox","a","(LAxisAlignedBB;)V","(Lum;)V","RenderGlobal","j","net/minecraft/src","0"
"func_949_a","markBlocksForUpdate","a","(IIIIII)V","(IIIIII)V","RenderGlobal","j","net/minecraft/src","0"
"func_960_a","clipRenderersByFrustrum","a","(LICamera;F)V","(Laih;F)V","RenderGlobal","j","net/minecraft/src","0"
"func_40193_b","func_40193_b","b","(Ljava/lang/String;DDDDDD)LEntityFX;","(Ljava/lang/String;DDDDDD)Lqb;","RenderGlobal","j","net/minecraft/src","0"
"func_28137_f","func_28137_f","e","()V","()V","RenderGlobal","j","net/minecraft/src","0"
"func_27240_a","withElement","a","(LJ_JsonNodeBuilder;)LJ_JsonArrayNodeBuilder;","(Lzd;)Lue;","J_JsonArrayNodeBuilder","ue","net/minecraft/src","0"
"func_27241_a","build","a","()LJ_JsonRootNode;","()Lkt;","J_JsonArrayNodeBuilder","ue","net/minecraft/src","0"
"func_35039_a","func_35039_a","a","(Ljava/util/List;Ljava/util/Random;IIIII)LComponentStrongholdCrossing;","(Ljava/util/List;Ljava/util/Random;IIIII)Lagc;","ComponentStrongholdCrossing","agc","net/minecraft/src","0"
"func_35402_a","func_35402_a","a","()V","()V","ModelChest","adu","net/minecraft/src","0"
"func_40568_b","func_40568_b","b","()V","()V","ThreadedFileIOBase","bs","net/minecraft/src","0"
"func_40567_a","func_40567_a","a","(LIThreadedFileIO;)V","(Lee;)V","ThreadedFileIOBase","bs","net/minecraft/src","0"
"func_40566_a","func_40566_a","a","()V","()V","ThreadedFileIOBase","bs","net/minecraft/src","0"
"values","values","values","()[LEnumCreatureAttribute;","()[Lbb;","EnumCreatureAttribute","bb","net/minecraft/src","0"
"valueOf","valueOf","valueOf","(Ljava/lang/String;)LEnumCreatureAttribute;","(Ljava/lang/String;)Lbb;","EnumCreatureAttribute","bb","net/minecraft/src","0"
"func_1192_a","addEffect","a","(LEntityFX;)V","(Lqb;)V","EffectRenderer","ck","net/minecraft/src","0"
"func_1193_a","updateEffects","a","()V","()V","EffectRenderer","ck","net/minecraft/src","0"
"func_1189_a","renderParticles","a","(LEntity;F)V","(Lmd;F)V","EffectRenderer","ck","net/minecraft/src","0"
"func_1187_b","func_1187_b","b","(LEntity;F)V","(Lmd;F)V","EffectRenderer","ck","net/minecraft/src","0"
"func_1188_a","clearEffects","a","(LWorld;)V","(Luu;)V","EffectRenderer","ck","net/minecraft/src","0"
"func_1186_a","addBlockDestroyEffects","a","(IIIII)V","(IIIII)V","EffectRenderer","ck","net/minecraft/src","0"
"func_1191_a","addBlockHitEffects","a","(IIII)V","(IIII)V","EffectRenderer","ck","net/minecraft/src","0"
"func_1190_b","getStatistics","b","()Ljava/lang/String;","()Ljava/lang/String;","EffectRenderer","ck","net/minecraft/src","0"
"close","close","close","()V","()V","RegionFileChunkBuffer","wz","net/minecraft/src","0"
"func_1117_a","addSound","a","(Ljava/lang/String;Ljava/io/File;)LSoundPoolEntry;","(Ljava/lang/String;Ljava/io/File;)Lse;","SoundPool","wt","net/minecraft/src","0"
"func_1118_a","getRandomSoundFromSoundPool","a","(Ljava/lang/String;)LSoundPoolEntry;","(Ljava/lang/String;)Lse;","SoundPool","wt","net/minecraft/src","0"
"func_1116_a","getRandomSound","a","()LSoundPoolEntry;","()Lse;","SoundPool","wt","net/minecraft/src","0"
"func_40110_b","func_40110_b","b","(I)V","(I)V","EntitySpellParticleFX","ok","net/minecraft/src","0"
"func_878_a","isSolid","a","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_881_b","getCanBlockGrass","b","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_880_c","getIsSolid","c","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_879_d","getIsLiquid","d","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_28127_i","setIsTranslucent","o","()LMaterial;","()Lzo;","Material","zo","net/minecraft/src","0"
"func_31062_n","setNoHarvest","e","()LMaterial;","()Lzo;","Material","zo","net/minecraft/src","0"
"func_4130_f","setBurning","f","()LMaterial;","()Lzo;","Material","zo","net/minecraft/src","0"
"func_876_e","getCanBurn","g","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_27284_f","setIsGroundCover","h","()LMaterial;","()Lzo;","Material","zo","net/minecraft/src","0"
"func_27283_g","getIsGroundCover","i","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_28126_h","getIsOpaque","j","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_31061_i","getIsHarvestable","k","()Z","()Z","Material","zo","net/minecraft/src","0"
"func_31064_j","getMaterialMobility","l","()I","()I","Material","zo","net/minecraft/src","0"
"func_31063_k","setNoPushMobility","m","()LMaterial;","()Lzo;","Material","zo","net/minecraft/src","0"
"func_31060_l","setImmovableMobility","n","()LMaterial;","()Lzo;","Material","zo","net/minecraft/src","0"
"func_40029_a","func_40029_a","a","(Ljava/util/List;Ljava/util/Random;IIIII)LComponentNetherBridgeStraight;","(Ljava/util/List;Ljava/util/Random;IIIII)Lcn;","ComponentNetherBridgeStraight","cn","net/minecraft/src","0"
"func_30004_j","func_30004_j","j","(LWorld;III)V","(Luu;III)V","BlockStationary","aax","net/minecraft/src","0"
"func_301_k","func_301_k","k","(LWorld;III)Z","(Luu;III)Z","BlockStationary","aax","net/minecraft/src","0"
"func_900_a","setScheduledTime","a","(J)LNextTickListEntry;","(J)Llg;","NextTickListEntry","lg","net/minecraft/src","0"
"func_899_a","comparer","a","(LNextTickListEntry;)I","(Llg;)I","NextTickListEntry","lg","net/minecraft/src","0"
"func_27463_a","func_27463_a","a","(Ljava/io/Reader;LJ_JsonListener;)V","(Ljava/io/Reader;Lags;)V","J_SajParser","aj","net/minecraft/src","0"
"func_27455_a","arrayString","a","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Lzg;Lags;)V","J_SajParser","aj","net/minecraft/src","0"
"func_27453_b","objectString","b","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Lzg;Lags;)V","J_SajParser","aj","net/minecraft/src","0"
"func_27449_c","aFieldToken","c","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Lzg;Lags;)V","J_SajParser","aj","net/minecraft/src","0"
"func_27464_d","aJsonValue","d","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Lzg;Lags;)V","J_SajParser","aj","net/minecraft/src","0"
"func_27459_a","numberToken","a","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lzg;)Ljava/lang/String;","J_SajParser","aj","net/minecraft/src","0"
"func_27451_b","nonNegativeNumberToken","b","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lzg;)Ljava/lang/String;","J_SajParser","aj","net/minecraft/src","0"
"func_27460_c","nonZeroDigitToken","c","(LJ_PositionTrackingPushbackReader;)C","(Lzg;)C","J_SajParser","aj","net/minecraft/src","0"
"func_27458_d","digitToken","d","(LJ_PositionTrackingPushbackReader;)C","(Lzg;)C","J_SajParser","aj","net/minecraft/src","0"
"func_27456_e","digitString","e","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lzg;)Ljava/lang/String;","J_SajParser","aj","net/minecraft/src","0"
"func_27462_f","possibleFractionalComponent","f","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lzg;)Ljava/lang/String;","J_SajParser","aj","net/minecraft/src","0"
"func_27454_g","possibleExponent","g","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lzg;)Ljava/lang/String;","J_SajParser","aj","net/minecraft/src","0"
"func_27461_h","possibleSign","h","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lzg;)Ljava/lang/String;","J_SajParser","aj","net/minecraft/src","0"
"func_27452_i","func_27452_i","i","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lzg;)Ljava/lang/String;","J_SajParser","aj","net/minecraft/src","0"
"func_27457_j","escapedStringChar","j","(LJ_PositionTrackingPushbackReader;)C","(Lzg;)C","J_SajParser","aj","net/minecraft/src","0"
"func_27450_k","hexadecimalNumber","k","(LJ_PositionTrackingPushbackReader;)I","(Lzg;)I","J_SajParser","aj","net/minecraft/src","0"
"func_27448_l","readNextNonWhitespaceChar","l","(LJ_PositionTrackingPushbackReader;)I","(Lzg;)I","J_SajParser","aj","net/minecraft/src","0"
"func_21103_b","getStackInRowAndColumn","b","(II)LItemStack;","(II)Lxs;","InventoryCrafting","aad","net/minecraft/src","0"
"func_4049_h","becomeAngryAt","c","(LEntity;)V","(Lmd;)V","EntityPigZombie","ahy","net/minecraft/src","0"
"func_27100_a","func_27100_a","a","(IIII)V","(IIII)V","Gui","nb","net/minecraft/src","0"
"func_27099_b","func_27099_b","b","(IIII)V","(IIII)V","Gui","nb","net/minecraft/src","0"
"func_551_a","drawRect","a","(IIIII)V","(IIIII)V","Gui","nb","net/minecraft/src","0"
"func_549_a","drawGradientRect","a","(IIIIII)V","(IIIIII)V","Gui","nb","net/minecraft/src","0"
"func_548_a","drawCenteredString","a","(LFontRenderer;Ljava/lang/String;III)V","(Lmb;Ljava/lang/String;III)V","Gui","nb","net/minecraft/src","0"
"func_547_b","drawString","b","(LFontRenderer;Ljava/lang/String;III)V","(Lmb;Ljava/lang/String;III)V","Gui","nb","net/minecraft/src","0"
"func_550_b","drawTexturedModalRect","b","(IIIIII)V","(IIIIII)V","Gui","nb","net/minecraft/src","0"
"func_874_a","drawStringWithShadow","a","(Ljava/lang/String;III)V","(Ljava/lang/String;III)V","FontRenderer","mb","net/minecraft/src","0"
"func_873_b","drawString","b","(Ljava/lang/String;III)V","(Ljava/lang/String;III)V","FontRenderer","mb","net/minecraft/src","0"
"func_872_a","renderString","a","(Ljava/lang/String;IIIZ)V","(Ljava/lang/String;IIIZ)V","FontRenderer","mb","net/minecraft/src","0"
"func_871_a","getStringWidth","a","(Ljava/lang/String;)I","(Ljava/lang/String;)I","FontRenderer","mb","net/minecraft/src","0"
"func_27278_a","drawSplitString","a","(Ljava/lang/String;IIII)V","(Ljava/lang/String;IIII)V","FontRenderer","mb","net/minecraft/src","0"
"func_40609_a","func_40609_a","a","(Ljava/lang/String;IIIIZ)V","(Ljava/lang/String;IIIIZ)V","FontRenderer","mb","net/minecraft/src","0"
"func_27277_a","splitStringWidth","a","(Ljava/lang/String;I)I","(Ljava/lang/String;I)I","FontRenderer","mb","net/minecraft/src","0"
"func_165_a","doRenderItem","a","(LEntityItem;DDDFF)V","(Ley;DDDFF)V","RenderItem","sa","net/minecraft/src","0"
"func_40267_a","func_40267_a","a","(II)V","(II)V","RenderItem","sa","net/minecraft/src","0"
"func_27003_a","drawItemIntoGui","a","(LFontRenderer;LRenderEngine;IIIII)V","(Lmb;Lya;IIIII)V","RenderItem","sa","net/minecraft/src","0"
"func_161_a","renderItemIntoGUI","a","(LFontRenderer;LRenderEngine;LItemStack;II)V","(Lmb;Lya;Lxs;II)V","RenderItem","sa","net/minecraft/src","0"
"func_40266_a","func_40266_a","a","(IIIII)V","(IIIII)V","RenderItem","sa","net/minecraft/src","0"
"func_164_b","renderItemOverlayIntoGUI","b","(LFontRenderer;LRenderEngine;LItemStack;II)V","(Lmb;Lya;Lxs;II)V","RenderItem","sa","net/minecraft/src","0"
"func_162_a","renderQuad","a","(LTessellator;IIIII)V","(Laaw;IIIII)V","RenderItem","sa","net/minecraft/src","0"
"func_163_a","renderTexturedQuad","a","(IIIIII)V","(IIIIII)V","RenderItem","sa","net/minecraft/src","0"
"func_35864_a","loadItemStackFromNBT","a","(LNBTTagCompound;)LItemStack;","(Laav;)Lxs;","ItemStack","xs","net/minecraft/src","0"
"func_1085_a","splitStack","a","(I)LItemStack;","(I)Lxs;","ItemStack","xs","net/minecraft/src","0"
"func_1091_a","getItem","a","()LItem;","()Lvy;","ItemStack","xs","net/minecraft/src","0"
"func_1088_b","getIconIndex","b","()I","()I","ItemStack","xs","net/minecraft/src","0"
"func_1090_a","useItem","a","(LEntityPlayer;LWorld;IIII)Z","(Lwd;Luu;IIII)Z","ItemStack","xs","net/minecraft/src","0"
"func_1098_a","getStrVsBlock","a","(LBlock;)F","(Lno;)F","ItemStack","xs","net/minecraft/src","0"
"func_1093_a","useItemRightClick","a","(LWorld;LEntityPlayer;)LItemStack;","(Luu;Lwd;)Lxs;","ItemStack","xs","net/minecraft/src","0"
"func_35863_b","onFoodEaten","b","(LWorld;LEntityPlayer;)LItemStack;","(Luu;Lwd;)Lxs;","ItemStack","xs","net/minecraft/src","0"
"func_1086_a","writeToNBT","b","(LNBTTagCompound;)LNBTTagCompound;","(Laav;)Laav;","ItemStack","xs","net/minecraft/src","0"
"func_1096_b","readFromNBT","c","(LNBTTagCompound;)V","(Laav;)V","ItemStack","xs","net/minecraft/src","0"
"func_1089_c","getMaxStackSize","c","()I","()I","ItemStack","xs","net/minecraft/src","0"
"func_21180_d","isStackable","d","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_21182_e","isItemStackDamageable","e","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_21183_f","getHasSubtypes","f","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_21185_g","isItemDamaged","g","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_21179_h","getItemDamageForDisplay","h","()I","()I","ItemStack","xs","net/minecraft/src","0"
"func_21181_i","getItemDamage","i","()I","()I","ItemStack","xs","net/minecraft/src","0"
"func_28156_b","setItemDamage","b","(I)V","(I)V","ItemStack","xs","net/minecraft/src","0"
"func_1094_d","getMaxDamage","j","()I","()I","ItemStack","xs","net/minecraft/src","0"
"func_25190_a","damageItem","a","(ILEntity;)V","(ILmd;)V","ItemStack","xs","net/minecraft/src","0"
"func_1092_a","hitEntity","a","(LEntityLiving;LEntityPlayer;)V","(Lzs;Lwd;)V","ItemStack","xs","net/minecraft/src","0"
"func_25191_a","onDestroyBlock","a","(IIIILEntityPlayer;)V","(IIIILwd;)V","ItemStack","xs","net/minecraft/src","0"
"func_1095_a","getDamageVsEntity","a","(LEntity;)I","(Lmd;)I","ItemStack","xs","net/minecraft/src","0"
"func_1099_b","canHarvestBlock","b","(LBlock;)Z","(Lno;)Z","ItemStack","xs","net/minecraft/src","0"
"func_1097_a","onItemDestroyedByUse","a","(LEntityPlayer;)V","(Lwd;)V","ItemStack","xs","net/minecraft/src","0"
"func_1100_b","useItemOnEntity","a","(LEntityLiving;)V","(Lzs;)V","ItemStack","xs","net/minecraft/src","0"
"func_1102_e","copy","k","()LItemStack;","()Lxs;","ItemStack","xs","net/minecraft/src","0"
"func_20107_a","areItemStacksEqual","a","(LItemStack;LItemStack;)Z","(Lxs;Lxs;)Z","ItemStack","xs","net/minecraft/src","0"
"func_20108_a","isItemStackEqual","d","(LItemStack;)Z","(Lxs;)Z","ItemStack","xs","net/minecraft/src","0"
"func_21184_a","isItemEqual","a","(LItemStack;)Z","(Lxs;)Z","ItemStack","xs","net/minecraft/src","0"
"func_30010_b","copyItemStack","b","(LItemStack;)LItemStack;","(Lxs;)Lxs;","ItemStack","xs","net/minecraft/src","0"
"func_28153_a","updateAnimation","a","(LWorld;LEntity;IZ)V","(Luu;Lmd;IZ)V","ItemStack","xs","net/minecraft/src","0"
"func_28155_b","onCrafting","c","(LWorld;LEntityPlayer;)V","(Luu;Lwd;)V","ItemStack","xs","net/minecraft/src","0"
"func_28154_b","isStackEqual","c","(LItemStack;)Z","(Lxs;)Z","ItemStack","xs","net/minecraft/src","0"
"func_35866_m","getMaxItemUseDuration","l","()I","()I","ItemStack","xs","net/minecraft/src","0"
"func_35865_n","getItemUseAction","m","()LEnumAction;","()Lxv;","ItemStack","xs","net/minecraft/src","0"
"func_35862_a","onPlayerStoppedUsing","a","(LWorld;LEntityPlayer;I)V","(Luu;Lwd;I)V","ItemStack","xs","net/minecraft/src","0"
"func_40710_n","func_40710_n","n","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_40709_o","func_40709_o","o","()LNBTTagCompound;","()Laav;","ItemStack","xs","net/minecraft/src","0"
"func_40714_p","func_40714_p","p","()LNBTTagList;","()Lmf;","ItemStack","xs","net/minecraft/src","0"
"func_40706_d","func_40706_d","d","(LNBTTagCompound;)V","(Laav;)V","ItemStack","xs","net/minecraft/src","0"
"func_40712_q","func_40712_q","q","()Ljava/util/List;","()Ljava/util/List;","ItemStack","xs","net/minecraft/src","0"
"func_40713_r","func_40713_r","r","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_40707_s","func_40707_s","s","()LEnumRarity;","()Lew;","ItemStack","xs","net/minecraft/src","0"
"func_40708_t","func_40708_t","t","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_40705_a","func_40705_a","a","(LEnchantment;I)V","(Lis;I)V","ItemStack","xs","net/minecraft/src","0"
"func_40711_u","func_40711_u","u","()Z","()Z","ItemStack","xs","net/minecraft/src","0"
"func_40434_a_","func_40434_a_","a_","(LItemStack;)Ljava/util/List;","(Lxs;)Ljava/util/List;","ItemPotion","du","net/minecraft/src","0"
"func_40431_c_","func_40431_c_","c_","(I)Ljava/util/List;","(I)Ljava/util/List;","ItemPotion","du","net/minecraft/src","0"
"func_40433_c","func_40433_c","c","(I)Z","(I)Z","ItemPotion","du","net/minecraft/src","0"
"func_40432_e","func_40432_e","e","(I)Z","(I)Z","ItemPotion","du","net/minecraft/src","0"
"func_175_a","preRenderScale","a","(LEntityGiantZombie;F)V","(Lje;F)V","RenderGiantZombie","aid","net/minecraft/src","0"
"func_22179_a","deleteFiles","a","([Ljava/io/File;)V","([Ljava/io/File;)V","SaveFormatOld","aer","net/minecraft/src","0"
"func_4056_N","onUpdate2","aQ","()V","()V","EntityClientPlayerMP","aem","net/minecraft/src","0"
"func_9375_Q","sendInventoryChanged","aR","()V","()V","EntityClientPlayerMP","aem","net/minecraft/src","0"
"func_27027_b","func_27027_b","b","(LStatBase;I)V","(Lagf;I)V","EntityClientPlayerMP","aem","net/minecraft/src","0"
"func_35303_f","isFenceAt","f","(LIBlockAccess;III)Z","(Lahp;III)Z","BlockFence","yk","net/minecraft/src","0"
"func_35960_a","onTick","a","(I)V","(I)V","KeyBinding","acp","net/minecraft/src","0"
"func_35963_a","setKeyBindState","a","(IZ)V","(IZ)V","KeyBinding","acp","net/minecraft/src","0"
"func_35959_a","unPressAllKeys","a","()V","()V","KeyBinding","acp","net/minecraft/src","0"
"func_35961_b","resetKeyBindingArrayAndHash","b","()V","()V","KeyBinding","acp","net/minecraft/src","0"
"func_35962_c","isPressed","c","()Z","()Z","KeyBinding","acp","net/minecraft/src","0"
