"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"field_665_g","particleScale","ao","F","F","EntityFX","qb","net/minecraft/src","0"
"field_664_h","particleGravity","ap","F","F","EntityFX","qb","net/minecraft/src","0"
"field_663_i","particleRed","aq","F","F","EntityFX","qb","net/minecraft/src","0"
"field_662_j","particleGreen","ar","F","F","EntityFX","qb","net/minecraft/src","0"
"field_661_k","particleBlue","as","F","F","EntityFX","qb","net/minecraft/src","0"
"field_660_l","interpPosX","at","D","D","EntityFX","qb","net/minecraft/src","0"
"field_659_m","interpPosY","au","D","D","EntityFX","qb","net/minecraft/src","0"
"field_658_n","interpPosZ","av","D","D","EntityFX","qb","net/minecraft/src","0"
"field_21037_a","xLocation","a","I","I","Packet54PlayNoteBlock","ot","net/minecraft/src","0"
"field_21036_b","yLocation","b","I","I","Packet54PlayNoteBlock","ot","net/minecraft/src","0"
"field_21040_c","zLocation","c","I","I","Packet54PlayNoteBlock","ot","net/minecraft/src","0"
"field_21039_d","instrumentType","d","I","I","Packet54PlayNoteBlock","ot","net/minecraft/src","0"
"field_21038_e","pitch","e","I","I","Packet54PlayNoteBlock","ot","net/minecraft/src","0"
"field_6501_o","entityRenderMap","o","Ljava/util/Map;","Ljava/util/Map;","RenderManager","ael","net/minecraft/src","0"
"field_1233_a","instance","a","LRenderManager;","Lael;","RenderManager","ael","net/minecraft/src","0"
"field_1218_p","fontRenderer","p","LFontRenderer;","Lmb;","RenderManager","ael","net/minecraft/src","0"
"field_1232_b","renderPosX","b","D","D","RenderManager","ael","net/minecraft/src","0"
"field_1231_c","renderPosY","c","D","D","RenderManager","ael","net/minecraft/src","0"
"field_1230_d","renderPosZ","d","D","D","RenderManager","ael","net/minecraft/src","0"
"field_1229_e","renderEngine","e","LRenderEngine;","Lya;","RenderManager","ael","net/minecraft/src","0"
"field_4236_f","itemRenderer","f","LItemRenderer;","Lli;","RenderManager","ael","net/minecraft/src","0"
"field_1227_g","worldObj","g","LWorld;","Luu;","RenderManager","ael","net/minecraft/src","0"
"field_22188_h","livingPlayer","h","LEntityLiving;","Lzs;","RenderManager","ael","net/minecraft/src","0"
"field_1225_i","playerViewY","i","F","F","RenderManager","ael","net/minecraft/src","0"
"field_1224_j","playerViewX","j","F","F","RenderManager","ael","net/minecraft/src","0"
"field_1223_k","options","k","LGameSettings;","Lgv;","RenderManager","ael","net/minecraft/src","0"
"field_1222_l","field_1222_l","l","D","D","RenderManager","ael","net/minecraft/src","0"
"field_1221_m","field_1221_m","m","D","D","RenderManager","ael","net/minecraft/src","0"
"field_1220_n","field_1220_n","n","D","D","RenderManager","ael","net/minecraft/src","0"
"field_35186_b","canCarryBlocks","b","[Z","[Z","EntityEnderman","if","net/minecraft/src","0"
"field_35187_a","isAttacking","a","Z","Z","EntityEnderman","if","net/minecraft/src","0"
"field_35184_d","teleportDelay","d","I","I","EntityEnderman","if","net/minecraft/src","0"
"field_35185_e","field_35185_e","e","I","I","EntityEnderman","if","net/minecraft/src","0"
"field_22024_a","repeaterTorchOffset","a","[D","[D","BlockRedstoneRepeater","pi","net/minecraft/src","0"
"field_22023_b","repeaterState","b","[I","[I","BlockRedstoneRepeater","pi","net/minecraft/src","0"
"field_22025_c","isRepeaterPowered","c","Z","Z","BlockRedstoneRepeater","pi","net/minecraft/src","0"
"field_1256_a","sideModels","a","[LModelRenderer;","[Lpa;","ModelMinecart","aaq","net/minecraft/src","0"
"field_40284_d","field_40284_d","d","I","I","RenderDragon","ne","net/minecraft/src","0"
"field_40285_c","field_40285_c","c","LModelDragon;","Laha;","RenderDragon","ne","net/minecraft/src","0"
"field_532_a","username","a","Ljava/lang/String;","Ljava/lang/String;","Packet2Handshake","ie","net/minecraft/src","0"
"field_1458_a","tileEntities","a","Ljava/util/List;","Ljava/util/List;","RenderGlobal","j","net/minecraft/src","0"
"field_1448_k","worldObj","i","LWorld;","Luu;","RenderGlobal","j","net/minecraft/src","0"
"field_1447_l","renderEngine","j","LRenderEngine;","Lya;","RenderGlobal","j","net/minecraft/src","0"
"field_1446_m","worldRenderersToUpdate","k","Ljava/util/List;","Ljava/util/List;","RenderGlobal","j","net/minecraft/src","0"
"field_1445_n","sortedWorldRenderers","l","[LWorldRenderer;","[Lcg;","RenderGlobal","j","net/minecraft/src","0"
"field_1444_o","worldRenderers","m","[LWorldRenderer;","[Lcg;","RenderGlobal","j","net/minecraft/src","0"
"field_1443_p","renderChunksWide","n","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1442_q","renderChunksTall","o","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1441_r","renderChunksDeep","p","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1440_s","glRenderListBase","q","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1439_t","mc","r","LMinecraft;","LMinecraft;","RenderGlobal","j","net/minecraft/src","0"
"field_1438_u","globalRenderBlocks","s","LRenderBlocks;","Lti;","RenderGlobal","j","net/minecraft/src","0"
"field_1437_v","glOcclusionQueryBase","t","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","RenderGlobal","j","net/minecraft/src","0"
"field_1436_w","occlusionEnabled","u","Z","Z","RenderGlobal","j","net/minecraft/src","0"
"field_1435_x","cloudOffsetX","v","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1434_y","starGLCallList","w","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1433_z","glSkyList","x","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1432_A","glSkyList2","y","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1431_B","minBlockX","z","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1430_C","minBlockY","A","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1429_D","minBlockZ","B","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1428_E","maxBlockX","C","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1427_F","maxBlockY","D","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1426_G","maxBlockZ","E","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1425_H","renderDistance","F","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1424_I","renderEntitiesStartupCounter","G","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1423_J","countEntitiesTotal","H","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1422_K","countEntitiesRendered","I","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1421_L","countEntitiesHidden","J","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1457_b","dummyBuf50k","b","[I","[I","RenderGlobal","j","net/minecraft/src","0"
"field_1456_c","occlusionResult","c","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","RenderGlobal","j","net/minecraft/src","0"
"field_1420_M","renderersLoaded","K","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1419_N","renderersBeingClipped","L","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1418_O","renderersBeingOccluded","M","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1417_P","renderersBeingRendered","N","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1416_Q","renderersSkippingRenderPass","O","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_40194_P","field_40194_P","P","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_21156_R","worldRenderersCheckIndex","Q","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_1415_R","glRenderLists","R","Ljava/util/List;","Ljava/util/List;","RenderGlobal","j","net/minecraft/src","0"
"field_1414_S","allRenderLists","S","[LRenderList;","[Lmq;","RenderGlobal","j","net/minecraft/src","0"
"field_1453_f","prevSortX","d","D","D","RenderGlobal","j","net/minecraft/src","0"
"field_1452_g","prevSortY","e","D","D","RenderGlobal","j","net/minecraft/src","0"
"field_1451_h","prevSortZ","f","D","D","RenderGlobal","j","net/minecraft/src","0"
"field_1450_i","damagePartialTime","g","F","F","RenderGlobal","j","net/minecraft/src","0"
"field_1449_j","frustrumCheckOffset","h","I","I","RenderGlobal","j","net/minecraft/src","0"
"field_27242_a","elementBuilders","a","Ljava/util/List;","Ljava/util/List;","J_JsonArrayNodeBuilder","ue","net/minecraft/src","0"
"field_316_a","recordName","a","Ljava/lang/String;","Ljava/lang/String;","ItemRecord","aet","net/minecraft/src","0"
"field_885_a","plantBlockId","a","I","I","WorldGenFlowers","sd","net/minecraft/src","0"
"field_35044_a","field_35044_a","a","LEnumDoor;","Llb;","ComponentStrongholdCrossing","agc","net/minecraft/src","0"
"field_35042_b","field_35042_b","b","Z","Z","ComponentStrongholdCrossing","agc","net/minecraft/src","0"
"field_35043_c","field_35043_c","c","Z","Z","ComponentStrongholdCrossing","agc","net/minecraft/src","0"
"field_35040_d","field_35040_d","d","Z","Z","ComponentStrongholdCrossing","agc","net/minecraft/src","0"
"field_35041_e","field_35041_e","e","Z","Z","ComponentStrongholdCrossing","agc","net/minecraft/src","0"
"field_1287_a","boatSides","a","[LModelRenderer;","[Lpa;","ModelBoat","up","net/minecraft/src","0"
"field_35405_a","chestLid","a","LModelRenderer;","Lpa;","ModelChest","adu","net/minecraft/src","0"
"field_35403_b","chestBelow","b","LModelRenderer;","Lpa;","ModelChest","adu","net/minecraft/src","0"
"field_35404_c","chestKnob","c","LModelRenderer;","Lpa;","ModelChest","adu","net/minecraft/src","0"
"field_40573_a","field_40573_a","a","LThreadedFileIOBase;","Lbs;","ThreadedFileIOBase","bs","net/minecraft/src","0"
"field_40571_b","field_40571_b","b","Ljava/util/List;","Ljava/util/List;","ThreadedFileIOBase","bs","net/minecraft/src","0"
"field_40572_c","field_40572_c","c","J","J","ThreadedFileIOBase","bs","net/minecraft/src","0"
"field_40569_d","field_40569_d","d","J","J","ThreadedFileIOBase","bs","net/minecraft/src","0"
"field_40570_e","field_40570_e","e","Z","Z","ThreadedFileIOBase","bs","net/minecraft/src","0"
"UNDEFINED","UNDEFINED","a","LEnumCreatureAttribute;","Lbb;","EnumCreatureAttribute","bb","net/minecraft/src","0"
"UNDEAD","UNDEAD","b","LEnumCreatureAttribute;","Lbb;","EnumCreatureAttribute","bb","net/minecraft/src","0"
"ARTHROPOD","ARTHROPOD","c","LEnumCreatureAttribute;","Lbb;","EnumCreatureAttribute","bb","net/minecraft/src","0"
"field_40586_d","field_40586_d","d","[LEnumCreatureAttribute;","[Lbb;","EnumCreatureAttribute","bb","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumCreatureAttribute;","[Lbb;","EnumCreatureAttribute","bb","net/minecraft/src","0"
"field_1729_a","worldObj","a","LWorld;","Luu;","EffectRenderer","ck","net/minecraft/src","0"
"field_1728_b","fxLayers","b","[Ljava/util/List;","[Ljava/util/List;","EffectRenderer","ck","net/minecraft/src","0"
"field_1731_c","renderer","c","LRenderEngine;","Lya;","EffectRenderer","ck","net/minecraft/src","0"
"field_1730_d","rand","d","Ljava/util/Random;","Ljava/util/Random;","EffectRenderer","ck","net/minecraft/src","0"
"field_22283_b","chunkX","b","I","I","RegionFileChunkBuffer","wz","net/minecraft/src","0"
"field_22285_c","chunkZ","c","I","I","RegionFileChunkBuffer","wz","net/minecraft/src","0"
"field_22284_a","regionFile","a","LRegionFile;","Lku;","RegionFileChunkBuffer","wz","net/minecraft/src","0"
"field_1661_c","rand","c","Ljava/util/Random;","Ljava/util/Random;","SoundPool","wt","net/minecraft/src","0"
"field_1660_d","nameToSoundPoolEntriesMapping","d","Ljava/util/Map;","Ljava/util/Map;","SoundPool","wt","net/minecraft/src","0"
"field_1659_e","allSoundPoolEntries","e","Ljava/util/List;","Ljava/util/List;","SoundPool","wt","net/minecraft/src","0"
"field_1658_a","numberOfSoundPoolEntries","a","I","I","SoundPool","wt","net/minecraft/src","0"
"field_1657_b","isGetRandomSound","b","Z","Z","SoundPool","wt","net/minecraft/src","0"
"field_27274_a","field_27274_a","a","LGuiStats;","Lcq;","GuiSlotStatsBlock","eb","net/minecraft/src","0"
"field_1085_a","netManager","a","LNetworkManager;","Lkc;","NetworkReaderThread","pt","net/minecraft/src","0"
"field_965_a","updateCounter","a","I","I","GuiConflictWarning","acs","net/minecraft/src","0"
"field_20029_a","windowId","a","I","I","Packet106Transaction","jl","net/minecraft/src","0"
"field_20028_b","shortWindowId","b","S","S","Packet106Transaction","jl","net/minecraft/src","0"
"field_20030_c","accepted","c","Z","Z","Packet106Transaction","jl","net/minecraft/src","0"
"field_1167_a","typeOfHit","a","LEnumMovingObjectType;","Lxy;","MovingObjectPosition","nx","net/minecraft/src","0"
"field_1166_b","blockX","b","I","I","MovingObjectPosition","nx","net/minecraft/src","0"
"field_1172_c","blockY","c","I","I","MovingObjectPosition","nx","net/minecraft/src","0"
"field_1171_d","blockZ","d","I","I","MovingObjectPosition","nx","net/minecraft/src","0"
"field_1170_e","sideHit","e","I","I","MovingObjectPosition","nx","net/minecraft/src","0"
"field_1169_f","hitVec","f","LVec3D;","Lbe;","MovingObjectPosition","nx","net/minecraft/src","0"
"field_1168_g","entityHit","g","LEntity;","Lmd;","MovingObjectPosition","nx","net/minecraft/src","0"
"field_40111_a","field_40111_a","a","I","I","EntitySpellParticleFX","ok","net/minecraft/src","0"
"field_1337_a","air","a","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_28130_b","grass","b","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1336_b","ground","c","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1335_c","wood","d","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1334_d","rock","e","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1333_e","iron","f","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1332_f","water","g","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1331_g","lava","h","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_4265_h","leaves","i","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1329_i","plants","j","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_35495_k","vine","k","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1328_j","sponge","l","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_4264_k","cloth","m","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1326_l","fire","n","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1325_m","sand","o","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1324_n","circuits","p","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_4263_o","glass","q","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1322_p","tnt","r","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_4262_q","unused","s","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1320_r","ice","t","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1319_s","snow","u","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1318_t","craftedSnow","v","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1317_u","cactus","w","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_1316_v","clay","x","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_4261_w","pumpkin","y","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_4260_x","portal","z","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_21150_y","cakeMaterial","A","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_31068_A","web","B","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_31067_B","piston","C","LMaterial;","Lzo;","Material","zo","net/minecraft/src","0"
"field_4259_y","canBurn","E","Z","Z","Material","zo","net/minecraft/src","0"
"field_27285_A","groundCover","F","Z","Z","Material","zo","net/minecraft/src","0"
"field_28128_D","isTranslucent","G","Z","Z","Material","zo","net/minecraft/src","0"
"field_28129_A","materialMapColor","D","LMapColor;","Ltz;","Material","zo","net/minecraft/src","0"
"field_31066_G","canHarvest","H","Z","Z","Material","zo","net/minecraft/src","0"
"field_31065_H","mobilityFlag","I","I","I","Material","zo","net/minecraft/src","0"
"field_1111_a","x","a","I","I","ChunkPosition","oz","net/minecraft/src","0"
"field_1110_b","y","b","I","I","ChunkPosition","oz","net/minecraft/src","0"
"field_1112_c","z","c","I","I","ChunkPosition","oz","net/minecraft/src","0"
"field_6359_a","graphicsLevel","a","Z","Z","BlockLeavesBase","jd","net/minecraft/src","0"
"field_1363_f","nextTickEntryID","f","J","J","NextTickListEntry","lg","net/minecraft/src","0"
"field_1361_a","xCoord","a","I","I","NextTickListEntry","lg","net/minecraft/src","0"
"field_1360_b","yCoord","b","I","I","NextTickListEntry","lg","net/minecraft/src","0"
"field_1366_c","zCoord","c","I","I","NextTickListEntry","lg","net/minecraft/src","0"
"field_1365_d","blockID","d","I","I","NextTickListEntry","lg","net/minecraft/src","0"
"field_1364_e","scheduledTime","e","J","J","NextTickListEntry","lg","net/minecraft/src","0"
"field_1362_g","tickEntryID","g","J","J","NextTickListEntry","lg","net/minecraft/src","0"
"field_840_a","stackList","a","[LItemStack;","[Lxs;","InventoryCrafting","aad","net/minecraft/src","0"
"field_21104_b","inventoryWidth","b","I","I","InventoryCrafting","aad","net/minecraft/src","0"
"field_841_c","eventHandler","c","LContainer;","Lcr;","InventoryCrafting","aad","net/minecraft/src","0"
"field_4117_a","angerLevel","a","I","I","EntityPigZombie","ahy","net/minecraft/src","0"
"field_4116_b","randomSoundDelay","b","I","I","EntityPigZombie","ahy","net/minecraft/src","0"
"field_4118_c","defaultHeldItem","d","LItemStack;","Lxs;","EntityPigZombie","ahy","net/minecraft/src","0"
"field_923_k","zLevel","g","F","F","Gui","nb","net/minecraft/src","0"
"field_27018_a","field_27018_a","a","I","I","EntityFootStepFX","vx","net/minecraft/src","0"
"field_27020_o","field_27020_o","aw","I","I","EntityFootStepFX","vx","net/minecraft/src","0"
"field_27019_p","currentFootSteps","ax","LRenderEngine;","Lya;","EntityFootStepFX","vx","net/minecraft/src","0"
"field_1307_b","charWidth","b","[I","[I","FontRenderer","mb","net/minecraft/src","0"
"field_1308_a","fontTextureName","a","I","I","FontRenderer","mb","net/minecraft/src","0"
"field_1310_c","fontDisplayLists","c","I","I","FontRenderer","mb","net/minecraft/src","0"
"field_1309_d","buffer","d","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","FontRenderer","mb","net/minecraft/src","0"
"field_944_i","sliderValue","j","F","F","GuiSlider","agi","net/minecraft/src","0"
"field_943_j","dragging","k","Z","Z","GuiSlider","agi","net/minecraft/src","0"
"field_942_l","idFloat","l","LEnumOptions;","Lwv;","GuiSlider","agi","net/minecraft/src","0"
"field_201_d","renderBlocks","c","LRenderBlocks;","Lti;","RenderItem","sa","net/minecraft/src","0"
"field_200_e","random","d","Ljava/util/Random;","Ljava/util/Random;","RenderItem","sa","net/minecraft/src","0"
"field_27004_a","field_27004_a","a","Z","Z","RenderItem","sa","net/minecraft/src","0"
"field_40268_b","field_40268_b","b","F","F","RenderItem","sa","net/minecraft/src","0"
"field_1615_a","stackSize","a","I","I","ItemStack","xs","net/minecraft/src","0"
"field_1614_b","animationsToGo","b","I","I","ItemStack","xs","net/minecraft/src","0"
"field_1617_c","itemID","c","I","I","ItemStack","xs","net/minecraft/src","0"
"field_40715_d","field_40715_d","d","LNBTTagCompound;","Laav;","ItemStack","xs","net/minecraft/src","0"
"field_1616_d","itemDamage","e","I","I","ItemStack","xs","net/minecraft/src","0"
"field_40435_a","field_40435_a","a","Ljava/util/HashMap;","Ljava/util/HashMap;","ItemPotion","du","net/minecraft/src","0"
"field_204_f","scale","c","F","F","RenderGiantZombie","aid","net/minecraft/src","0"
"field_22180_a","savesDirectory","a","Ljava/io/File;","Ljava/io/File;","SaveFormatOld","aer","net/minecraft/src","0"
"field_797_bg","sendQueue","ck","LNetClientHandler;","Laak;","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9380_bx","inventoryUpdateTickCounter","cl","I","I","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_21093_bH","field_21093_bH","cm","Z","Z","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9379_by","oldPosX","cn","D","D","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9378_bz","field_9378_bz","co","D","D","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9377_bA","oldPosY","cp","D","D","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9376_bB","oldPosZ","cq","D","D","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9385_bC","oldRotationYaw","cr","F","F","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9384_bD","oldRotationPitch","cs","F","F","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9382_bF","field_9382_bF","ct","Z","Z","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_35227_cs","field_35227_cs","cu","Z","Z","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_9381_bG","wasSneaking","cv","Z","Z","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_12242_bI","field_12242_bI","cw","I","I","EntityClientPlayerMP","aem","net/minecraft/src","0"
"field_4083_a","portalParticleScale","a","F","F","EntityPortalFX","abl","net/minecraft/src","0"
"field_4086_p","portalPosX","aw","D","D","EntityPortalFX","abl","net/minecraft/src","0"
"field_4085_q","portalPosY","ax","D","D","EntityPortalFX","abl","net/minecraft/src","0"
"field_4084_r","portalPosZ","ay","D","D","EntityPortalFX","abl","net/minecraft/src","0"
"field_35967_a","keybindArray","a","Ljava/util/List;","Ljava/util/List;","KeyBinding","acp","net/minecraft/src","0"
"field_35966_b","hash","b","LMCHash;","Lyl;","KeyBinding","acp","net/minecraft/src","0"
"field_1371_a","keyDescription","c","Ljava/lang/String;","Ljava/lang/String;","KeyBinding","acp","net/minecraft/src","0"
"field_1370_b","keyCode","d","I","I","KeyBinding","acp","net/minecraft/src","0"
"field_35965_e","pressed","e","Z","Z","KeyBinding","acp","net/minecraft/src","0"
"field_35964_f","pressTime","f","I","I","KeyBinding","acp","net/minecraft/src","0"
"field_35631_e","coordMap","e","Ljava/util/HashMap;","Ljava/util/HashMap;","MapGenStructure","adm","net/minecraft/src","0"
"field_463_b","baseIndexInPNG","c","I","I","BlockLeaves","sh","net/minecraft/src","0"
"field_20017_a","adjacentTreeBlocks","b","[I","[I","BlockLeaves","sh","net/minecraft/src","0"
"field_35607_a","villagePieceClass","a","Ljava/lang/Class;","Ljava/lang/Class;","StructureVillagePieceWeight","dh","net/minecraft/src","0"
"field_35605_b","villagePieceWeight","b","I","I","StructureVillagePieceWeight","dh","net/minecraft/src","0"
"field_35606_c","villagePiecesSpawned","c","I","I","StructureVillagePieceWeight","dh","net/minecraft/src","0"
"field_35604_d","villagePiecesLimit","d","I","I","StructureVillagePieceWeight","dh","net/minecraft/src","0"
"field_27438_a","isBusy","a","Z","Z","StatsSyncher","tb","net/minecraft/src","0"
"field_27437_b","field_27437_b","b","Ljava/util/Map;","Ljava/util/Map;","StatsSyncher","tb","net/minecraft/src","0"
"field_27436_c","field_27436_c","c","Ljava/util/Map;","Ljava/util/Map;","StatsSyncher","tb","net/minecraft/src","0"
"field_27435_d","statFileWriter","d","LStatFileWriter;","Lahm;","StatsSyncher","tb","net/minecraft/src","0"
"field_27434_e","unsentDataFile","e","Ljava/io/File;","Ljava/io/File;","StatsSyncher","tb","net/minecraft/src","0"
"field_27433_f","dataFile","f","Ljava/io/File;","Ljava/io/File;","StatsSyncher","tb","net/minecraft/src","0"
"field_27432_g","unsentTempFile","g","Ljava/io/File;","Ljava/io/File;","StatsSyncher","tb","net/minecraft/src","0"
"field_27431_h","tempFile","h","Ljava/io/File;","Ljava/io/File;","StatsSyncher","tb","net/minecraft/src","0"
"field_27430_i","unsentOldFile","i","Ljava/io/File;","Ljava/io/File;","StatsSyncher","tb","net/minecraft/src","0"
"field_27429_j","oldFile","j","Ljava/io/File;","Ljava/io/File;","StatsSyncher","tb","net/minecraft/src","0"
"field_27428_k","theSession","k","LSession;","Lek;","StatsSyncher","tb","net/minecraft/src","0"
"field_27427_l","field_27427_l","l","I","I","StatsSyncher","tb","net/minecraft/src","0"
"field_27426_m","field_27426_m","m","I","I","StatsSyncher","tb","net/minecraft/src","0"
"field_35619_a","doorEnum","a","[I","[I","EnumDoorHelper","ak","net/minecraft/src","0"
"field_799_a","blockID","a","I","I","EntityFallingSand","yj","net/minecraft/src","0"
"field_798_b","fallTime","b","I","I","EntityFallingSand","yj","net/minecraft/src","0"
"field_22189_a","dataFilenamePattern","a","Ljava/util/regex/Pattern;","Ljava/util/regex/Pattern;","ChunkFilePattern","adp","net/minecraft/src","0"
"field_35407_a","isCarrying","a","Z","Z","ModelEnderman","sg","net/minecraft/src","0"
"field_35406_b","isAttacking","b","Z","Z","ModelEnderman","sg","net/minecraft/src","0"
"field_6367_a","entityId","a","I","I","Packet28EntityVelocity","vu","net/minecraft/src","0"
"field_6366_b","motionX","b","I","I","Packet28EntityVelocity","vu","net/minecraft/src","0"
"field_6369_c","motionY","c","I","I","Packet28EntityVelocity","vu","net/minecraft/src","0"
"field_6368_d","motionZ","d","I","I","Packet28EntityVelocity","vu","net/minecraft/src","0"
"field_35088_a","field_35088_a","a","I","I","ComponentVillagePathGen","aeu","net/minecraft/src","0"
"field_35634_a","allowedBiomeGenBases","a","[LBiomeGenBase;","[Lyq;","MapGenStronghold","ve","net/minecraft/src","0"
"field_35632_f","ranBiomeCheck","f","Z","Z","MapGenStronghold","ve","net/minecraft/src","0"
"field_35633_g","structureCoords","g","[LChunkCoordIntPair;","[Lqr;","MapGenStronghold","ve","net/minecraft/src","0"
