"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"func_6248_s","screenshotListener","z","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6238_a","displayDebugInfo","a","(J)V","(J)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6244_d","shutdown","f","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6259_e","setIngameFocus","g","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6273_f","setIngameNotInFocus","h","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6252_g","displayInGameMenu","i","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6254_a","func_6254_a","a","(IZ)V","(IZ)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6243_a","clickMouse","a","(I)V","(I)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6270_h","toggleFullscreen","j","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6249_a","resize","a","(II)V","(II)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6265_t","clickMiddleMouseButton","A","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_28001_B","func_28001_B","B","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6246_i","runTick","k","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6242_u","forceReload","C","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6260_j","isMultiplayerWorld","l","()Z","()Z","Minecraft","Minecraft","net/minecraft/client","0"
"func_6247_b","startWorld","a","(Ljava/lang/String;Ljava/lang/String;J)V","(Ljava/lang/String;Ljava/lang/String;J)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6237_k","usePortal","m","()V","()V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6261_a","changeWorld1","a","(LWorld;)V","(Lfb;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6263_a","changeWorld2","a","(LWorld;Ljava/lang/String;)V","(Lfb;Ljava/lang/String;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6256_a","changeWorld","a","(LWorld;Ljava/lang/String;LEntityPlayer;)V","(Lfb;Ljava/lang/String;Lgq;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_22002_b","convertMapFormat","b","(Ljava/lang/String;Ljava/lang/String;)V","(Ljava/lang/String;Ljava/lang/String;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6255_d","func_6255_d","d","(Ljava/lang/String;)V","(Ljava/lang/String;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6268_a","installResource","a","(Ljava/lang/String;Ljava/io/File;)V","(Ljava/lang/String;Ljava/io/File;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6251_l","getOpenGlCapsChecker","n","()LOpenGlCapsChecker;","()Lcv;","Minecraft","Minecraft","net/minecraft/client","0"
"func_6241_m","func_6241_m","o","()Ljava/lang/String;","()Ljava/lang/String;","Minecraft","Minecraft","net/minecraft/client","0"
"func_6262_n","func_6262_n","p","()Ljava/lang/String;","()Ljava/lang/String;","Minecraft","Minecraft","net/minecraft/client","0"
"func_21002_o","func_21002_o","q","()Ljava/lang/String;","()Ljava/lang/String;","Minecraft","Minecraft","net/minecraft/client","0"
"func_6245_o","func_6245_o","r","()Ljava/lang/String;","()Ljava/lang/String;","Minecraft","Minecraft","net/minecraft/client","0"
"func_6239_p","respawn","a","(ZI)V","(ZI)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6269_a","func_6269_a","a","(Ljava/lang/String;Ljava/lang/String;)V","(Ljava/lang/String;Ljava/lang/String;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_6253_a","startMainThread","a","(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_20001_q","func_20001_q","s","()LNetClientHandler;","()Lmx;","Minecraft","Minecraft","net/minecraft/client","0"
"func_22006_t","isGuiEnabled","t","()Z","()Z","Minecraft","Minecraft","net/minecraft/client","0"
"func_22001_u","isFancyGraphicsEnabled","u","()Z","()Z","Minecraft","Minecraft","net/minecraft/client","0"
"func_22005_v","isAmbientOcclusionEnabled","v","()Z","()Z","Minecraft","Minecraft","net/minecraft/client","0"
"func_22007_w","isDebugInfoEnabled","w","()Z","()Z","Minecraft","Minecraft","net/minecraft/client","0"
"func_22003_b","lineIsCommand","b","(Ljava/lang/String;)Z","(Ljava/lang/String;)Z","Minecraft","Minecraft","net/minecraft/client","0"
"init","init","init","()V","()V","MinecraftApplet","MinecraftApplet","net/minecraft/client","0"
"func_6233_a","startMainThread","a","()V","()V","MinecraftApplet","MinecraftApplet","net/minecraft/client","0"
"start","start","start","()V","()V","MinecraftApplet","MinecraftApplet","net/minecraft/client","0"
"stop","stop","stop","()V","()V","MinecraftApplet","MinecraftApplet","net/minecraft/client","0"
"destroy","destroy","destroy","()V","()V","MinecraftApplet","MinecraftApplet","net/minecraft/client","0"
"func_6232_b","shutdown","b","()V","()V","MinecraftApplet","MinecraftApplet","net/minecraft/client","0"
"func_6231_c","clearApplet","c","()V","()V","MinecraftApplet","MinecraftApplet","net/minecraft/client","0"
"func_27089_a","func_27089_a","a","()LAchievement;","()Lnu;","Achievement","nu","net/minecraft/src","0"
"func_27094_b","setSpecial","b","()LAchievement;","()Lnu;","Achievement","nu","net/minecraft/src","0"
"func_27091_c","registerAchievement","c","()LAchievement;","()Lnu;","Achievement","nu","net/minecraft/src","0"
"func_25067_a","func_25067_a","d","()Z","()Z","StatBase","vj","net/minecraft/src","0"
"func_27090_e","getDescription","e","()Ljava/lang/String;","()Ljava/lang/String;","Achievement","nu","net/minecraft/src","0"
"func_27092_a","setStatStringFormatter","a","(LIStatStringFormat;)LAchievement;","(Lgr;)Lnu;","Achievement","nu","net/minecraft/src","0"
"func_27093_f","getSpecial","f","()Z","()Z","Achievement","nu","net/minecraft/src","0"
"func_25068_c","registerStat","g","()LStatBase;","()Lvj;","StatBase","vj","net/minecraft/src","0"
"func_27082_h","func_27082_h","h","()LStatBase;","()Lvj;","StatBase","vj","net/minecraft/src","0"
"func_27374_a","func_27374_a","a","()V","()V","AchievementList","en","net/minecraft/src","0"
"func_25208_a","getGuid","a","(I)Ljava/lang/String;","(I)Ljava/lang/String;","AchievementMap","b","net/minecraft/src","0"
"func_1168_a","getBoundingBox","a","(DDDDDD)LAxisAlignedBB;","(DDDDDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_28196_a","func_28196_a","a","()V","()V","AxisAlignedBB","eo","net/minecraft/src","0"
"func_4149_a","clearBoundingBoxPool","b","()V","()V","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1161_b","getBoundingBoxFromPool","b","(DDDDDD)LAxisAlignedBB;","(DDDDDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1165_c","setBounds","c","(DDDDDD)LAxisAlignedBB;","(DDDDDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1170_a","addCoord","a","(DDD)LAxisAlignedBB;","(DDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1177_b","expand","b","(DDD)LAxisAlignedBB;","(DDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1166_c","getOffsetBoundingBox","c","(DDD)LAxisAlignedBB;","(DDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1163_a","calculateXOffset","a","(LAxisAlignedBB;D)D","(Leo;D)D","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1172_b","calculateYOffset","b","(LAxisAlignedBB;D)D","(Leo;D)D","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1162_c","calculateZOffset","c","(LAxisAlignedBB;D)D","(Leo;D)D","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1178_a","intersectsWith","a","(LAxisAlignedBB;)Z","(Leo;)Z","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1174_d","offset","d","(DDD)LAxisAlignedBB;","(DDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_4150_a","isVecInside","a","(LVec3D;)Z","(Lbr;)Z","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1164_b","getAverageEdgeLength","c","()D","()D","AxisAlignedBB","eo","net/minecraft/src","0"
"func_28195_e","func_28195_e","e","(DDD)LAxisAlignedBB;","(DDD)Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1160_c","copy","d","()LAxisAlignedBB;","()Leo;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1169_a","func_1169_a","a","(LVec3D;LVec3D;)LMovingObjectPosition;","(Lbr;Lbr;)Lux;","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1167_a","isVecInYZ","b","(LVec3D;)Z","(Lbr;)Z","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1175_b","isVecInXZ","c","(LVec3D;)Z","(Lbr;)Z","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1176_c","isVecInXY","d","(LVec3D;)Z","(Lbr;)Z","AxisAlignedBB","eo","net/minecraft/src","0"
"func_1171_b","setBB","b","(LAxisAlignedBB;)V","(Leo;)V","AxisAlignedBB","eo","net/minecraft/src","0"
"toString","toString","toString","()Ljava/lang/String;","()Ljava/lang/String;","Vec3D","br","net/minecraft/src","0"
"func_27076_e","setDisableRain","e","()LBiomeGenBase;","()Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4120_a","generateBiomeLookup","a","()V","()V","BiomeGenBase","jz","net/minecraft/src","0"
"func_21107_a","getRandomWorldGenForTrees","a","(Ljava/util/Random;)LWorldGenerator;","(Ljava/util/Random;)Lpc;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4122_b","setEnableSnow","b","()LBiomeGenBase;","()Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4125_a","setBiomeName","a","(Ljava/lang/String;)LBiomeGenBase;","(Ljava/lang/String;)Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4124_a","func_4124_a","a","(I)LBiomeGenBase;","(I)Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4123_b","setColor","b","(I)LBiomeGenBase;","(I)Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4121_a","getBiomeFromLookup","a","(DD)LBiomeGenBase;","(DD)Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4119_a","getBiome","a","(FF)LBiomeGenBase;","(FF)Ljz;","BiomeGenBase","jz","net/minecraft/src","0"
"func_4126_a","getSkyColorByTemp","a","(F)I","(F)I","BiomeGenBase","jz","net/minecraft/src","0"
"func_25063_a","getSpawnableList","a","(LEnumCreatureType;)Ljava/util/List;","(Llg;)Ljava/util/List;","BiomeGenBase","jz","net/minecraft/src","0"
"func_27078_c","getEnableSnow","c","()Z","()Z","BiomeGenBase","jz","net/minecraft/src","0"
"func_27077_d","canSpawnLightningBolt","d","()Z","()Z","BiomeGenBase","jz","net/minecraft/src","0"
"func_28031_n","func_28031_n","n","()LBlock;","()Lun;","Block","un","net/minecraft/src","0"
"func_28028_i","func_28028_i","i","()V","()V","Block","un","net/minecraft/src","0"
"func_4024_a","setStepSound","a","(LStepSound;)LBlock;","(Lcr;)Lun;","Block","un","net/minecraft/src","0"
"func_256_d","setLightOpacity","f","(I)LBlock;","(I)Lun;","Block","un","net/minecraft/src","0"
"func_215_a","setLightValue","a","(F)LBlock;","(F)Lun;","Block","un","net/minecraft/src","0"
"func_219_b","setResistance","b","(F)LBlock;","(F)Lun;","Block","un","net/minecraft/src","0"
"func_242_c","renderAsNormalBlock","b","()Z","()Z","Block","un","net/minecraft/src","0"
"func_210_f","getRenderType","g","()I","()I","Block","un","net/minecraft/src","0"
"func_222_c","setHardness","c","(F)LBlock;","(F)Lun;","Block","un","net/minecraft/src","0"
"func_253_b","setTickOnLoad","b","(Z)LBlock;","(Z)Lun;","Block","un","net/minecraft/src","0"
"func_213_a","setBlockBounds","a","(FFFFFF)V","(FFFFFF)V","Block","un","net/minecraft/src","0"
"func_241_c","getBlockBrightness","d","(LIBlockAccess;III)F","(Lxg;III)F","Block","un","net/minecraft/src","0"
"func_260_c","shouldSideBeRendered","b","(LIBlockAccess;IIII)Z","(Lxg;IIII)Z","Block","un","net/minecraft/src","0"
"func_28029_d","func_28029_d","d","(LIBlockAccess;IIII)Z","(Lxg;IIII)Z","Block","un","net/minecraft/src","0"
"func_211_a","getBlockTexture","a","(LIBlockAccess;IIII)I","(Lxg;IIII)I","Block","un","net/minecraft/src","0"
"func_232_a","getBlockTextureFromSideAndMetadata","a","(II)I","(II)I","Block","un","net/minecraft/src","0"
"func_218_a","getBlockTextureFromSide","a","(I)I","(I)I","Block","un","net/minecraft/src","0"
"func_246_f","getSelectedBoundingBoxFromPool","f","(LWorld;III)LAxisAlignedBB;","(Lfb;III)Leo;","Block","un","net/minecraft/src","0"
"func_230_a","getCollidingBoundingBoxes","a","(LWorld;IIILAxisAlignedBB;Ljava/util/ArrayList;)V","(Lfb;IIILeo;Ljava/util/ArrayList;)V","Block","un","net/minecraft/src","0"
"func_221_d","getCollisionBoundingBoxFromPool","d","(LWorld;III)LAxisAlignedBB;","(Lfb;III)Leo;","Block","un","net/minecraft/src","0"
"func_217_b","isOpaqueCube","a","()Z","()Z","Block","un","net/minecraft/src","0"
"func_224_a","canCollideCheck","a","(IZ)Z","(IZ)Z","Block","un","net/minecraft/src","0"
"func_245_h","isCollidable","v_","()Z","()Z","Block","un","net/minecraft/src","0"
"func_208_a","updateTick","a","(LWorld;IIILjava/util/Random;)V","(Lfb;IIILjava/util/Random;)V","Block","un","net/minecraft/src","0"
"func_247_b","randomDisplayTick","b","(LWorld;IIILjava/util/Random;)V","(Lfb;IIILjava/util/Random;)V","Block","un","net/minecraft/src","0"
"func_252_b","onBlockDestroyedByPlayer","b","(LWorld;IIII)V","(Lfb;IIII)V","Block","un","net/minecraft/src","0"
"func_226_a","onNeighborBlockChange","a","(LWorld;IIII)V","(Lfb;IIII)V","Block","un","net/minecraft/src","0"
"func_4025_d","tickRate","d","()I","()I","Block","un","net/minecraft/src","0"
"func_235_e","onBlockAdded","e","(LWorld;III)V","(Lfb;III)V","Block","un","net/minecraft/src","0"
"func_214_b","onBlockRemoval","b","(LWorld;III)V","(Lfb;III)V","Block","un","net/minecraft/src","0"
"func_229_a","quantityDropped","a","(Ljava/util/Random;)I","(Ljava/util/Random;)I","Block","un","net/minecraft/src","0"
"func_240_a","idDropped","a","(ILjava/util/Random;)I","(ILjava/util/Random;)I","Block","un","net/minecraft/src","0"
"func_225_a","blockStrength","a","(LEntityPlayer;)F","(Lgq;)F","Block","un","net/minecraft/src","0"
"func_259_b_","dropBlockAsItem","b_","(LWorld;IIII)V","(Lfb;IIII)V","Block","un","net/minecraft/src","0"
"func_216_a","dropBlockAsItemWithChance","a","(LWorld;IIIIF)V","(Lfb;IIIIF)V","Block","un","net/minecraft/src","0"
"func_21025_b","damageDropped","b","(I)I","(I)I","Block","un","net/minecraft/src","0"
"func_227_a","getExplosionResistance","a","(LEntity;)F","(Lsi;)F","Block","un","net/minecraft/src","0"
"func_255_a","collisionRayTrace","a","(LWorld;IIILVec3D;LVec3D;)LMovingObjectPosition;","(Lfb;IIILbr;Lbr;)Lux;","Block","un","net/minecraft/src","0"
"func_244_a","isVecInsideYZBounds","a","(LVec3D;)Z","(Lbr;)Z","Block","un","net/minecraft/src","0"
"func_249_b","isVecInsideXZBounds","b","(LVec3D;)Z","(Lbr;)Z","Block","un","net/minecraft/src","0"
"func_251_c","isVecInsideXYBounds","c","(LVec3D;)Z","(Lbr;)Z","Block","un","net/minecraft/src","0"
"func_4027_c","onBlockDestroyedByExplosion","c","(LWorld;III)V","(Lfb;III)V","Block","un","net/minecraft/src","0"
"func_234_g","getRenderBlockPass","c","()I","()I","Block","un","net/minecraft/src","0"
"func_28030_e","func_28030_e","e","(LWorld;IIII)Z","(Lfb;IIII)Z","Block","un","net/minecraft/src","0"
"func_243_a","canPlaceBlockAt","a","(LWorld;III)Z","(Lfb;III)Z","Block","un","net/minecraft/src","0"
"func_250_a","blockActivated","a","(LWorld;IIILEntityPlayer;)Z","(Lfb;IIILgq;)Z","Block","un","net/minecraft/src","0"
"func_254_a","onEntityWalking","b","(LWorld;IIILEntity;)V","(Lfb;IIILsi;)V","Block","un","net/minecraft/src","0"
"func_258_d","onBlockPlaced","d","(LWorld;IIII)V","(Lfb;IIII)V","Block","un","net/minecraft/src","0"
"func_233_b","onBlockClicked","b","(LWorld;IIILEntityPlayer;)V","(Lfb;IIILgq;)V","Block","un","net/minecraft/src","0"
"func_257_a","velocityToAddToEntity","a","(LWorld;IIILEntity;LVec3D;)V","(Lfb;IIILsi;Lbr;)V","Block","un","net/minecraft/src","0"
"func_238_a","setBlockBoundsBasedOnState","a","(LIBlockAccess;III)V","(Lxg;III)V","Block","un","net/minecraft/src","0"
"func_207_d","colorMultiplier","b","(LIBlockAccess;III)I","(Lxg;III)I","Block","un","net/minecraft/src","0"
"func_231_b","isPoweringTo","c","(LIBlockAccess;IIII)Z","(Lxg;IIII)Z","Block","un","net/minecraft/src","0"
"func_209_d","canProvidePower","e","()Z","()Z","Block","un","net/minecraft/src","0"
"func_236_b","onEntityCollidedWithBlock","a","(LWorld;IIILEntity;)V","(Lfb;IIILsi;)V","Block","un","net/minecraft/src","0"
"func_228_c","isIndirectlyPoweringTo","c","(LWorld;IIII)Z","(Lfb;IIII)Z","Block","un","net/minecraft/src","0"
"func_237_e","setBlockBoundsForItemRender","f","()V","()V","Block","un","net/minecraft/src","0"
"func_220_a_","harvestBlock","a","(LWorld;LEntityPlayer;IIII)V","(Lfb;Lgq;IIII)V","Block","un","net/minecraft/src","0"
"func_223_g","canBlockStay","g","(LWorld;III)Z","(Lfb;III)Z","Block","un","net/minecraft/src","0"
"func_4026_a","onBlockPlacedBy","a","(LWorld;IIILEntityLiving;)V","(Lfb;IIILlo;)V","Block","un","net/minecraft/src","0"
"func_20012_a","setBlockName","a","(Ljava/lang/String;)LBlock;","(Ljava/lang/String;)Lun;","Block","un","net/minecraft/src","0"
"func_25016_i","func_25016_i","j","()Ljava/lang/String;","()Ljava/lang/String;","Block","un","net/minecraft/src","0"
"func_20013_i","getBlockName","k","()Ljava/lang/String;","()Ljava/lang/String;","Block","un","net/minecraft/src","0"
"func_21024_a","playBlock","a","(LWorld;IIIII)V","(Lfb;IIIII)V","Block","un","net/minecraft/src","0"
"func_27033_k","getEnableStats","l","()Z","()Z","Block","un","net/minecraft/src","0"
"func_27032_l","disableStats","m","()LBlock;","()Lun;","Block","un","net/minecraft/src","0"
"_mthclass$","_mthclass$","_mthclass$","(Ljava/lang/String;)Ljava/lang/Class;","(Ljava/lang/String;)Ljava/lang/Class;","TileEntity","os","net/minecraft/src","0"
"func_22027_j","setBounds","n","()V","()V","BlockBed","uw","net/minecraft/src","0"
"func_22030_c","getDirectionFromMetadata","c","(I)I","(I)I","BlockBed","uw","net/minecraft/src","0"
"func_22032_d","isBlockFootOfBed","d","(I)Z","(I)Z","BlockBed","uw","net/minecraft/src","0"
"func_22029_f","isBedOccupied","e","(I)Z","(I)Z","BlockBed","uw","net/minecraft/src","0"
"func_22031_a","setBedOccupied","a","(LWorld;IIIZ)V","(Lfb;IIIZ)V","BlockBed","uw","net/minecraft/src","0"
"func_22028_g","getNearestEmptyChunkCoordinates","g","(LWorld;IIII)LChunkCoordinates;","(Lfb;IIII)Lbp;","BlockBed","uw","net/minecraft/src","0"
"func_22036_h","getOrientation","h","(LWorld;III)I","(Lfb;III)I","BlockButton","oe","net/minecraft/src","0"
"func_305_h","func_305_h","i","(LWorld;III)Z","(Lfb;III)Z","BlockButton","oe","net/minecraft/src","0"
"func_21029_c","eatCakeSlice","c","(LWorld;IIILEntityPlayer;)V","(Lfb;IIILgq;)V","BlockCake","ug","net/minecraft/src","0"
"func_286_h","isThereANeighborChest","h","(LWorld;III)Z","(Lfb;III)Z","BlockChest","e","net/minecraft/src","0"
"func_283_a_","getBlockEntity","a_","()LTileEntity;","()Los;","BlockContainer","rr","net/minecraft/src","0"
"func_21034_c","func_21034_c","c","(I)I","(I)I","BlockCloth","ec","net/minecraft/src","0"
"func_21035_d","func_21035_d","d","(I)I","(I)I","BlockCloth","ec","net/minecraft/src","0"
"func_269_b","canThisPlantGrowOnThisBlockID","c","(I)Z","(I)Z","BlockFlower","vt","net/minecraft/src","0"
"func_21027_c_","fertilize","d_","(LWorld;III)V","(Lfb;III)V","BlockCrops","ne","net/minecraft/src","0"
"func_270_i","getGrowthRate","i","(LWorld;III)F","(Lfb;III)F","BlockCrops","ne","net/minecraft/src","0"
"func_27046_f","setStateIfMinecartInteractsWithRail","g","(LWorld;IIII)V","(Lfb;IIII)V","BlockDetectorRail","pd","net/minecraft/src","0"
"func_21032_h","setDispenserDefaultDirection","h","(LWorld;III)V","(Lfb;III)V","BlockDispenser","xh","net/minecraft/src","0"
"func_21033_c","dispenseItem","c","(LWorld;IIILjava/util/Random;)V","(Lfb;IIILjava/util/Random;)V","BlockDispenser","xh","net/minecraft/src","0"
"func_313_b","func_313_b","c","(I)V","(I)V","BlockDoor","la","net/minecraft/src","0"
"func_311_a","openDoor","a","(LWorld;IIIZ)V","(Lfb;IIIZ)V","BlockDoor","la","net/minecraft/src","0"
"func_312_c","getState","d","(I)I","(I)I","BlockDoor","la","net/minecraft/src","0"
"func_27047_e","isOpen","e","(I)Z","(I)Z","BlockDoor","la","net/minecraft/src","0"
"func_275_h","isCropsNearby","h","(LWorld;III)Z","(Lfb;III)Z","BlockFarmland","vd","net/minecraft/src","0"
"func_274_i","isWaterNearby","i","(LWorld;III)Z","(Lfb;III)Z","BlockFarmland","vd","net/minecraft/src","0"
"func_264_a","setBurnRate","a","(III)V","(III)V","BlockFire","yh","net/minecraft/src","0"
"func_266_a","tryToCatchBlockOnFire","a","(LWorld;IIIILjava/util/Random;I)V","(Lfb;IIIILjava/util/Random;I)V","BlockFire","yh","net/minecraft/src","0"
"func_263_h","func_263_h","h","(LWorld;III)Z","(Lfb;III)Z","BlockFire","yh","net/minecraft/src","0"
"func_262_i","getChanceOfNeighborsEncouragingFire","i","(LWorld;III)I","(Lfb;III)I","BlockFire","yh","net/minecraft/src","0"
"func_261_b","canBlockCatchFire","c","(LIBlockAccess;III)Z","(Lxg;III)Z","BlockFire","yh","net/minecraft/src","0"
"func_265_g","getChanceToEncourageFire","g","(LWorld;IIII)I","(Lfb;IIII)I","BlockFire","yh","net/minecraft/src","0"
"func_268_h","func_268_h","h","(LWorld;III)V","(Lfb;III)V","BlockFlower","vt","net/minecraft/src","0"
"func_28039_j","func_28039_j","j","(LWorld;III)V","(Lfb;III)V","BlockFlowing","oi","net/minecraft/src","0"
"func_299_g","flowIntoBlock","g","(LWorld;IIII)V","(Lfb;IIII)V","BlockFlowing","oi","net/minecraft/src","0"
"func_300_a","calculateFlowCost","b","(LWorld;IIIII)I","(Lfb;IIIII)I","BlockFlowing","oi","net/minecraft/src","0"
"func_297_k","getOptimalFlowDirections","k","(LWorld;III)[Z","(Lfb;III)[Z","BlockFlowing","oi","net/minecraft/src","0"
"func_295_l","blockBlocksFlow","l","(LWorld;III)Z","(Lfb;III)Z","BlockFlowing","oi","net/minecraft/src","0"
"func_296_f","getSmallestFlowDecay","f","(LWorld;IIII)I","(Lfb;IIII)I","BlockFlowing","oi","net/minecraft/src","0"
"func_298_m","liquidCanDisplaceBlock","m","(LWorld;III)Z","(Lfb;III)Z","BlockFlowing","oi","net/minecraft/src","0"
"func_288_b","getPercentAir","c","(I)F","(I)F","BlockFluid","rk","net/minecraft/src","0"
"func_290_h","getFlowDecay","h","(LWorld;III)I","(Lfb;III)I","BlockFluid","rk","net/minecraft/src","0"
"func_289_b","getEffectiveFlowDecay","c","(LIBlockAccess;III)I","(Lxg;III)I","BlockFluid","rk","net/minecraft/src","0"
"func_291_e","getFlowVector","e","(LIBlockAccess;III)LVec3D;","(Lxg;III)Lbr;","BlockFluid","rk","net/minecraft/src","0"
"func_293_a","func_293_a","a","(LIBlockAccess;IIILMaterial;)D","(Lxg;IIILlj;)D","BlockFluid","rk","net/minecraft/src","0"
"func_287_j","checkForHarden","j","(LWorld;III)V","(Lfb;III)V","BlockFluid","rk","net/minecraft/src","0"
"func_292_i","triggerLavaMixEffects","i","(LWorld;III)V","(Lfb;III)V","BlockFluid","rk","net/minecraft/src","0"
"func_284_h","setDefaultDirection","h","(LWorld;III)V","(Lfb;III)V","BlockFurnace","sx","net/minecraft/src","0"
"func_285_a","updateFurnaceBlockState","a","(ZLWorld;III)V","(ZLfb;III)V","BlockFurnace","sx","net/minecraft/src","0"
"func_317_e","ejectRecord","a_","(LWorld;IIII)V","(Lfb;IIII)V","BlockJukeBox","fm","net/minecraft/src","0"
"func_28038_b_","func_28038_b_","b_","(LWorld;III)V","(Lfb;III)V","BlockJukeBox","fm","net/minecraft/src","0"
"func_6360_i","removeLeaves","h","(LWorld;III)V","(Lfb;III)V","BlockLeaves","bj","net/minecraft/src","0"
"func_310_a","setGraphicsLevel","a","(Z)V","(Z)V","BlockLeaves","bj","net/minecraft/src","0"
"func_267_h","checkIfAttachedToBlock","h","(LWorld;III)Z","(Lfb;III)Z","BlockLever","xi","net/minecraft/src","0"
"func_4032_a_","tryToCreatePortal","a_","(LWorld;III)Z","(Lfb;III)Z","BlockPortal","aj","net/minecraft/src","0"
"func_318_h","setStateIfMobInteractsWithPlate","h","(LWorld;III)V","(Lfb;III)V","BlockPressurePlate","bt","net/minecraft/src","0"
"func_27040_h","isRailBlockAt","h","(LWorld;III)Z","(Lfb;III)Z","BlockRail","oy","net/minecraft/src","0"
