"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"func_4019_b","saddleEntity","a","(LItemStack;LEntityLiving;)V","(Lii;Lkw;)V","Item","gb","net/minecraft/src","0"
"func_4021_a","hitEntity","a","(LItemStack;LEntityLiving;LEntityLiving;)Z","(Lii;Lkw;Lkw;)Z","Item","gb","net/minecraft/src","0"
"func_4153_a","getRandomSpawningPointInChunk","a","(LWorld;II)LChunkPosition;","(Let;II)Luy;","SpawnerAnimals","ci","net/minecraft/src","0"
"func_4154_a","performSpawning","a","(LWorld;ZZ)I","(Let;ZZ)I","SpawnerAnimals","ci","net/minecraft/src","0"
"func_21203_a","canCreatureTypeSpawnAtLocation","a","(LEnumCreatureType;LWorld;III)Z","(Lko;Let;III)Z","SpawnerAnimals","ci","net/minecraft/src","0"
"func_21204_a","creatureSpecificInit","a","(LEntityLiving;LWorld;FFF)V","(Lkw;Let;FFF)V","SpawnerAnimals","ci","net/minecraft/src","0"
"func_22390_a","performSleepSpawning","a","(LWorld;Ljava/util/List;)Z","(Let;Ljava/util/List;)Z","SpawnerAnimals","ci","net/minecraft/src","0"
"func_469_c","getSizeInventory","a","()I","()I","IInventory","la","net/minecraft/src","0"
"func_468_c","getStackInSlot","d_","(I)LItemStack;","(I)Lii;","IInventory","la","net/minecraft/src","0"
"func_473_a","decrStackSize","a","(II)LItemStack;","(II)Lii;","IInventory","la","net/minecraft/src","0"
"func_472_a","setInventorySlotContents","a","(ILItemStack;)V","(ILii;)V","IInventory","la","net/minecraft/src","0"
"func_471_d","getInvName","c","()Ljava/lang/String;","()Ljava/lang/String;","IInventory","la","net/minecraft/src","0"
"func_470_e","getInventoryStackLimit","d","()I","()I","IInventory","la","net/minecraft/src","0"
"func_20070_a_","canInteractWith","a_","(LEntityPlayer;)Z","(Lgh;)Z","IInventory","la","net/minecraft/src","0"
"func_243_a","canPlaceBlockAt","a","(LWorld;III)Z","(Let;III)Z","Block","to","net/minecraft/src","0"
"func_269_b","canThisPlantGrowOnThisBlockID","c","(I)Z","(I)Z","BlockFlower","uu","net/minecraft/src","0"
"func_226_a","onNeighborBlockChange","a","(LWorld;IIII)V","(Let;IIII)V","Block","to","net/minecraft/src","0"
"func_208_a","updateTick","a","(LWorld;IIILjava/util/Random;)V","(Let;IIILjava/util/Random;)V","Block","to","net/minecraft/src","0"
"func_268_h","func_268_h","h","(LWorld;III)V","(Let;III)V","BlockFlower","uu","net/minecraft/src","0"
"func_223_g","canBlockStay","g","(LWorld;III)Z","(Let;III)Z","Block","to","net/minecraft/src","0"
"func_221_d","getCollisionBoundingBoxFromPool","d","(LWorld;III)LAxisAlignedBB;","(Let;III)Leg;","Block","to","net/minecraft/src","0"
"func_217_b","isOpaqueCube","a","()Z","()Z","Block","to","net/minecraft/src","0"
"func_242_c","renderAsNormalBlock","b","()Z","()Z","Block","to","net/minecraft/src","0"
"func_210_f","getRenderType","g","()I","()I","Block","to","net/minecraft/src","0"
"func_25208_a","func_25208_a","a","(I)Ljava/lang/String;","(I)Ljava/lang/String;","AchievementMap","b","net/minecraft/src","0"
"func_4129_a","func_4129_a","a","(II[BDDD)V","(II[BDDD)V","MapGenCavesHell","ol","net/minecraft/src","0"
"func_4128_a","func_4128_a","a","(II[BDDDFFFIID)V","(II[BDDDFFFIID)V","MapGenCavesHell","ol","net/minecraft/src","0"
"func_868_a","func_868_a","a","(LWorld;IIII[B)V","(Let;IIII[B)V","MapGenBase","fk","net/minecraft/src","0"
"func_27356_a","func_27356_a","a","(Ljava/lang/Object;)Z","(Ljava/lang/Object;)Z","J_JsonNodeSelector","iz","net/minecraft/src","0"
"func_27357_b","func_27357_b","b","(Ljava/lang/Object;)Ljava/lang/Object;","(Ljava/lang/Object;)Ljava/lang/Object;","J_JsonNodeSelector","iz","net/minecraft/src","0"
"func_27355_a","func_27355_a","a","(LJ_JsonNodeSelector;)LJ_JsonNodeSelector;","(Liz;)Liz;","J_JsonNodeSelector","iz","net/minecraft/src","0"
"func_27358_a","func_27358_a","a","()Ljava/lang/String;","()Ljava/lang/String;","J_JsonNodeSelector","iz","net/minecraft/src","0"
"toString","toString","toString","()Ljava/lang/String;","()Ljava/lang/String;","PathPoint","d","net/minecraft/src","0"
"func_25117_b","func_25117_b","b","()LItemStack;","()Lii;","IRecipe","dl","net/minecraft/src","0"
"func_21135_a","matches","a","(LInventoryCrafting;)Z","(Llu;)Z","IRecipe","dl","net/minecraft/src","0"
"func_21137_a","func_21137_a","a","(LInventoryCrafting;IIZ)Z","(Llu;IIZ)Z","ShapedRecipes","id","net/minecraft/src","0"
"func_21136_b","getCraftingResult","b","(LInventoryCrafting;)LItemStack;","(Llu;)Lii;","IRecipe","dl","net/minecraft/src","0"
"func_1184_a","getRecipeSize","a","()I","()I","IRecipe","dl","net/minecraft/src","0"
"func_158_a","func_158_a","a","(LEntityPainting;DDDFF)V","(Lpv;DDDFF)V","RenderPainting","dp","net/minecraft/src","0"
"func_159_a","func_159_a","a","(LEntityPainting;IIII)V","(Lpv;IIII)V","RenderPainting","dp","net/minecraft/src","0"
"func_160_a","func_160_a","a","(LEntityPainting;FF)V","(Lpv;FF)V","RenderPainting","dp","net/minecraft/src","0"
"func_402_h","getMountedYOffset","m","()D","()D","Entity","rj","net/minecraft/src","0"
"func_25021_m","canTriggerWalking","n","()Z","()Z","Entity","rj","net/minecraft/src","0"
"func_438_i","findPlayerToAttack","f_","()LEntity;","()Lrj;","EntityCreature","ht","net/minecraft/src","0"
"func_6389_d","getLivingSound","g","()Ljava/lang/String;","()Ljava/lang/String;","EntityLiving","kw","net/minecraft/src","0"
"func_6394_f_","getHurtSound","i_","()Ljava/lang/String;","()Ljava/lang/String;","EntityLiving","kw","net/minecraft/src","0"
"func_6390_f","getDeathSound","i","()Ljava/lang/String;","()Ljava/lang/String;","EntityLiving","kw","net/minecraft/src","0"
"func_437_a","attackEntity","a","(LEntity;F)V","(Lrj;F)V","EntityCreature","ht","net/minecraft/src","0"
"func_352_a","writeEntityToNBT","b","(LNBTTagCompound;)V","(Lmy;)V","Entity","rj","net/minecraft/src","0"
"func_357_b","readEntityFromNBT","a","(LNBTTagCompound;)V","(Lmy;)V","Entity","rj","net/minecraft/src","0"
"func_422_g","getDropItemId","j","()I","()I","EntityLiving","kw","net/minecraft/src","0"
"func_429_A","isOnLadder","p","()Z","()Z","EntityLiving","kw","net/minecraft/src","0"
"func_22322_a","func_22322_a","a","(LChunkFile;)I","(Ldq;)I","ChunkFile","dq","net/minecraft/src","0"
"func_22324_a","func_22324_a","a","()Ljava/io/File;","()Ljava/io/File;","ChunkFile","dq","net/minecraft/src","0"
"func_22323_b","func_22323_b","b","()I","()I","ChunkFile","dq","net/minecraft/src","0"
"func_22321_c","func_22321_c","c","()I","()I","ChunkFile","dq","net/minecraft/src","0"
"compareTo","compareTo","compareTo","(Ljava/lang/Object;)I","(Ljava/lang/Object;)I","NextTickListEntry","py","net/minecraft/src","0"
"func_238_a","setBlockBoundsBasedOnState","a","(LIBlockAccess;III)V","(Lwf;III)V","Block","to","net/minecraft/src","0"
"func_260_c","shouldSideBeRendered","b","(LIBlockAccess;IIII)Z","(Lwf;IIII)Z","Block","to","net/minecraft/src","0"
"func_230_a","getCollidingBoundingBoxes","a","(LWorld;IIILAxisAlignedBB;Ljava/util/ArrayList;)V","(Let;IIILeg;Ljava/util/ArrayList;)V","Block","to","net/minecraft/src","0"
"func_247_b","randomDisplayTick","b","(LWorld;IIILjava/util/Random;)V","(Let;IIILjava/util/Random;)V","Block","to","net/minecraft/src","0"
"func_233_b","onBlockClicked","b","(LWorld;IIILEntityPlayer;)V","(Let;IIILgh;)V","Block","to","net/minecraft/src","0"
"func_252_b","onBlockDestroyedByPlayer","b","(LWorld;IIII)V","(Let;IIII)V","Block","to","net/minecraft/src","0"
"func_241_c","getBlockBrightness","d","(LIBlockAccess;III)F","(Lwf;III)F","Block","to","net/minecraft/src","0"
"func_227_a","getExplosionResistance","a","(LEntity;)F","(Lrj;)F","Block","to","net/minecraft/src","0"
"func_234_g","getRenderBlockPass","c","()I","()I","Block","to","net/minecraft/src","0"
"func_240_a","idDropped","a","(ILjava/util/Random;)I","(ILjava/util/Random;)I","Block","to","net/minecraft/src","0"
"func_229_a","quantityDropped","a","(Ljava/util/Random;)I","(Ljava/util/Random;)I","Block","to","net/minecraft/src","0"
"func_232_a","getBlockTextureFromSideAndMetadata","a","(II)I","(II)I","Block","to","net/minecraft/src","0"
"func_218_a","getBlockTextureFromSide","a","(I)I","(I)I","Block","to","net/minecraft/src","0"
"func_211_a","getBlockTexture","a","(LIBlockAccess;IIII)I","(Lwf;IIII)I","Block","to","net/minecraft/src","0"
"func_4025_d","tickRate","d","()I","()I","Block","to","net/minecraft/src","0"
"func_246_f","getSelectedBoundingBoxFromPool","f","(LWorld;III)LAxisAlignedBB;","(Let;III)Leg;","Block","to","net/minecraft/src","0"
"func_257_a","velocityToAddToEntity","a","(LWorld;IIILEntity;LVec3D;)V","(Let;IIILrj;Lbm;)V","Block","to","net/minecraft/src","0"
"func_245_h","isCollidable","v_","()Z","()Z","Block","to","net/minecraft/src","0"
"func_224_a","canCollideCheck","a","(IZ)Z","(IZ)Z","Block","to","net/minecraft/src","0"
"func_235_e","onBlockAdded","e","(LWorld;III)V","(Let;III)V","Block","to","net/minecraft/src","0"
"func_214_b","onBlockRemoval","b","(LWorld;III)V","(Let;III)V","Block","to","net/minecraft/src","0"
"func_216_a","dropBlockAsItemWithChance","a","(LWorld;IIIIF)V","(Let;IIIIF)V","Block","to","net/minecraft/src","0"
"func_259_b_","dropBlockAsItem","a_","(LWorld;IIII)V","(Let;IIII)V","Block","to","net/minecraft/src","0"
"func_254_a","onEntityWalking","b","(LWorld;IIILEntity;)V","(Let;IIILrj;)V","Block","to","net/minecraft/src","0"
"func_250_a","blockActivated","a","(LWorld;IIILEntityPlayer;)Z","(Let;IIILgh;)Z","Block","to","net/minecraft/src","0"
"func_4027_c","onBlockDestroyedByExplosion","c","(LWorld;III)V","(Let;III)V","Block","to","net/minecraft/src","0"
"func_4026_a","onBlockPlacedBy","a","(LWorld;IIILEntityLiving;)V","(Let;IIILkw;)V","Block","to","net/minecraft/src","0"
"func_327_a","readPacketData","a","(Ljava/io/DataInputStream;)V","(Ljava/io/DataInputStream;)V","Packet","jo","net/minecraft/src","0"
"func_322_a","writePacketData","a","(Ljava/io/DataOutputStream;)V","(Ljava/io/DataOutputStream;)V","Packet","jo","net/minecraft/src","0"
"func_323_a","processPacket","a","(LNetHandler;)V","(Lse;)V","Packet","jo","net/minecraft/src","0"
"func_329_a","getPacketSize","a","()I","()I","Packet","jo","net/minecraft/src","0"
"windowClosing","windowClosing","windowClosing","(Ljava/awt/event/WindowEvent;)V","(Ljava/awt/event/WindowEvent;)V","GameWindowListener","jv","net/minecraft/src","0"
"func_220_a_","harvestBlock","a","(LWorld;LEntityPlayer;IIII)V","(Let;Lgh;IIII)V","Block","to","net/minecraft/src","0"
"func_21025_b","damageDropped","b","(I)I","(I)I","Block","to","net/minecraft/src","0"
"func_21095_a","changePitch","a","()V","()V","TileEntityNote","sj","net/minecraft/src","0"
"func_21094_a","triggerNote","a","(LWorld;III)V","(Let;III)V","TileEntityNote","sj","net/minecraft/src","0"
"func_20117_a","addSlot","a","(LSlot;)V","(Lge;)V","Container","do","net/minecraft/src","0"
"func_20114_a","updateCraftingResults","a","()V","()V","Container","do","net/minecraft/src","0"
"func_20118_a","getSlot","b","(I)LSlot;","(I)Lge;","Container","do","net/minecraft/src","0"
"func_27279_a","func_27279_a","a","(I)LItemStack;","(I)Lii;","Container","do","net/minecraft/src","0"
"func_27280_a","func_27280_a","a","(IIZLEntityPlayer;)LItemStack;","(IIZLgh;)Lii;","Container","do","net/minecraft/src","0"
"func_1104_a","onCraftGuiClosed","a","(LEntityPlayer;)V","(Lgh;)V","Container","do","net/minecraft/src","0"
"func_1103_a","onCraftMatrixChanged","a","(LIInventory;)V","(Lla;)V","Container","do","net/minecraft/src","0"
"func_20119_a","putStackInSlot","a","(ILItemStack;)V","(ILii;)V","Container","do","net/minecraft/src","0"
"func_20115_a","putStacksInSlots","a","([LItemStack;)V","([Lii;)V","Container","do","net/minecraft/src","0"
"func_20112_a","func_20112_a","a","(II)V","(II)V","Container","do","net/minecraft/src","0"
"func_20111_a","func_20111_a","a","(LInventoryPlayer;)S","(Lih;)S","Container","do","net/minecraft/src","0"
"func_20113_a","func_20113_a","a","(S)V","(S)V","Container","do","net/minecraft/src","0"
"func_20110_b","func_20110_b","b","(S)V","(S)V","Container","do","net/minecraft/src","0"
"func_20120_b","isUsableByPlayer","b","(LEntityPlayer;)Z","(Lgh;)Z","Container","do","net/minecraft/src","0"
"func_6450_b","doesGuiPauseGame","b","()Z","()Z","GuiScreen","cs","net/minecraft/src","0"
"func_558_a","getHoverState","a","(Z)I","(Z)I","GuiButton","jk","net/minecraft/src","0"
"func_561_a","drawButton","a","(LMinecraft;II)V","(Lnet/minecraft/client/Minecraft;II)V","GuiButton","jk","net/minecraft/src","0"
"func_560_b","mouseDragged","b","(LMinecraft;II)V","(Lnet/minecraft/client/Minecraft;II)V","GuiButton","jk","net/minecraft/src","0"
"func_559_a","mouseReleased","a","(II)V","(II)V","GuiButton","jk","net/minecraft/src","0"
"func_562_c","mousePressed","c","(LMinecraft;II)Z","(Lnet/minecraft/client/Minecraft;II)Z","GuiButton","jk","net/minecraft/src","0"
"func_27218_a","func_27218_a","a","()LEnumJsonNodeType;","()Lap;","J_JsonNode","gj","net/minecraft/src","0"
"func_27216_b","func_27216_b","b","()Ljava/lang/String;","()Ljava/lang/String;","J_JsonNode","gj","net/minecraft/src","0"
"func_27214_c","func_27214_c","c","()Ljava/util/Map;","()Ljava/util/Map;","J_JsonNode","gj","net/minecraft/src","0"
"func_27215_d","func_27215_d","d","()Ljava/util/List;","()Ljava/util/List;","J_JsonNode","gj","net/minecraft/src","0"
"equals","equals","equals","(Ljava/lang/Object;)Z","(Ljava/lang/Object;)Z","PathPoint","d","net/minecraft/src","0"
"hashCode","hashCode","hashCode","()I","()I","PathPoint","d","net/minecraft/src","0"
"func_27223_a","func_27223_a","a","(LJ_JsonStringNode;)I","(Lpb;)I","J_JsonStringNode","pb","net/minecraft/src","0"
"func_21107_a","getRandomWorldGenForTrees","a","(Ljava/util/Random;)LWorldGenerator;","(Ljava/util/Random;)Loh;","BiomeGenBase","jj","net/minecraft/src","0"
"func_4007_a","displayUnexpectedThrowable","a","(LUnexpectedThrowable;)V","(Llk;)V","Minecraft","Minecraft","net/minecraft/client","0"
"func_516_a","generate","a","(LWorld;Ljava/util/Random;III)Z","(Let;Ljava/util/Random;III)Z","WorldGenerator","oh","net/minecraft/src","0"
"func_1122_a","addRecipes","a","(LCraftingManager;)V","(Lgy;)V","RecipesTools","gp","net/minecraft/src","0"
"func_6484_b","func_6484_b","b","(LMinecraft;)V","(Lnet/minecraft/client/Minecraft;)V","TexturePackBase","h","net/minecraft/src","0"
"func_6483_c","bindThumbnailTexture","c","(LMinecraft;)V","(Lnet/minecraft/client/Minecraft;)V","TexturePackBase","h","net/minecraft/src","0"
"func_407_b","func_407_b","c","(F)LEntityFX;","(F)Lwm;","EntityFX","wm","net/minecraft/src","0"
"func_405_d","func_405_d","d","(F)LEntityFX;","(F)Lwm;","EntityFX","wm","net/minecraft/src","0"
"func_21057_b","entityInit","b","()V","()V","Entity","rj","net/minecraft/src","0"
"func_370_e_","onUpdate","w_","()V","()V","Entity","rj","net/minecraft/src","0"
"func_406_a","renderParticle","a","(LTessellator;FFFFFF)V","(Lna;FFFFFF)V","EntityFX","wm","net/minecraft/src","0"
"func_404_c","getFXLayer","b_","()I","()I","EntityFX","wm","net/minecraft/src","0"
"func_494_a","getCurrentItem","b","()LItemStack;","()Lii;","InventoryPlayer","ih","net/minecraft/src","0"
"func_505_f","getInventorySlotContainItem","f","(I)I","(I)I","InventoryPlayer","ih","net/minecraft/src","0"
"func_21105_c","storeItemStack","c","(LItemStack;)I","(Lii;)I","InventoryPlayer","ih","net/minecraft/src","0"
"func_499_j","getFirstEmptyStack","j","()I","()I","InventoryPlayer","ih","net/minecraft/src","0"
"func_496_a","setCurrentItem","a","(IZ)V","(IZ)V","InventoryPlayer","ih","net/minecraft/src","0"
"func_498_a","changeCurrentItem","b","(I)V","(I)V","InventoryPlayer","ih","net/minecraft/src","0"
"func_21106_d","storePartialItemStack","d","(LItemStack;)I","(Lii;)I","InventoryPlayer","ih","net/minecraft/src","0"
"func_511_b","decrementAnimations","e","()V","()V","InventoryPlayer","ih","net/minecraft/src","0"
"func_510_b","consumeInventoryItem","c","(I)Z","(I)Z","InventoryPlayer","ih","net/minecraft/src","0"
"func_504_a","addItemStackToInventory","a","(LItemStack;)Z","(Lii;)Z","InventoryPlayer","ih","net/minecraft/src","0"
"func_508_a","getStrVsBlock","a","(LBlock;)F","(Lto;)F","InventoryPlayer","ih","net/minecraft/src","0"
"func_493_a","writeToNBT","a","(LNBTTagList;)LNBTTagList;","(Lrl;)Lrl;","InventoryPlayer","ih","net/minecraft/src","0"
"func_513_b","readFromNBT","b","(LNBTTagList;)V","(Lrl;)V","InventoryPlayer","ih","net/minecraft/src","0"
"func_502_a","getDamageVsEntity","a","(LEntity;)I","(Lrj;)I","InventoryPlayer","ih","net/minecraft/src","0"
"func_509_b","canHarvestBlock","b","(LBlock;)Z","(Lto;)Z","InventoryPlayer","ih","net/minecraft/src","0"
"func_492_d","armorItemInSlot","d","(I)LItemStack;","(I)Lii;","InventoryPlayer","ih","net/minecraft/src","0"
"func_506_f","getTotalArmorValue","f","()I","()I","InventoryPlayer","ih","net/minecraft/src","0"
"func_507_e","damageArmor","e","(I)V","(I)V","InventoryPlayer","ih","net/minecraft/src","0"
"func_503_g","dropAllItems","g","()V","()V","InventoryPlayer","ih","net/minecraft/src","0"
"func_474_j_","onInventoryChanged","y_","()V","()V","IInventory","la","net/minecraft/src","0"
"func_20076_b","setItemStack","b","(LItemStack;)V","(Lii;)V","InventoryPlayer","ih","net/minecraft/src","0"
"func_20075_i","getItemStack","i","()LItemStack;","()Lii;","InventoryPlayer","ih","net/minecraft/src","0"
"func_813_a","loadChunk","a","(LWorld;II)LChunk;","(Let;II)Lkq;","IChunkLoader","az","net/minecraft/src","0"
"func_812_a","saveChunk","a","(LWorld;LChunk;)V","(Let;Lkq;)V","IChunkLoader","az","net/minecraft/src","0"
"func_815_b","saveExtraChunkData","b","(LWorld;LChunk;)V","(Let;Lkq;)V","IChunkLoader","az","net/minecraft/src","0"
"func_814_a","func_814_a","a","()V","()V","IChunkLoader","az","net/minecraft/src","0"
"func_811_b","saveExtraData","b","()V","()V","IChunkLoader","az","net/minecraft/src","0"
"func_867_a","func_867_a","a","(LIChunkProvider;LWorld;II[B)V","(Lcf;Let;II[B)V","MapGenBase","fk","net/minecraft/src","0"
"func_4155_a","wrap","a","(D)I","(D)I","NoiseGenerator2","bv","net/minecraft/src","0"
"func_4156_a","func_4156_a","a","([IDD)D","([IDD)D","NoiseGenerator2","bv","net/minecraft/src","0"
"func_4157_a","func_4157_a","a","([DDDIIDDD)V","([DDDIIDDD)V","NoiseGenerator2","bv","net/minecraft/src","0"
"func_6449_h","onGuiClosed","h","()V","()V","GuiScreen","cs","net/minecraft/src","0"
"func_22115_j","func_22115_j","k","()V","()V","GuiSleepMP","fw","net/minecraft/src","0"
"func_4018_a","canHarvestBlock","a","(LBlock;)Z","(Lto;)Z","Item","gb","net/minecraft/src","0"
"func_27192_a","func_27192_a","a","(I)Ljava/lang/String;","(I)Ljava/lang/String;","IStatType","vc","net/minecraft/src","0"
"func_192_a","onItemUse","a","(LItemStack;LEntityPlayer;LWorld;IIII)Z","(Lii;Lgh;Let;IIII)Z","Item","gb","net/minecraft/src","0"
"func_4017_a","isFull3D","b","()Z","()Z","Item","gb","net/minecraft/src","0"
"func_258_d","onBlockPlaced","d","(LWorld;IIII)V","(Let;IIII)V","Block","to","net/minecraft/src","0"
"func_271_h","dropTorchIfCantStay","h","(LWorld;III)Z","(Let;III)Z","BlockTorch","uf","net/minecraft/src","0"
"func_255_a","collisionRayTrace","a","(LWorld;IIILVec3D;LVec3D;)LMovingObjectPosition;","(Let;IIILbm;Lbm;)Lty;","Block","to","net/minecraft/src","0"
"func_157_a","func_157_a","a","(LEntityBoat;DDDFF)V","(Lfo;DDDFF)V","RenderBoat","eu","net/minecraft/src","0"
"func_382_a","getEntityBrightness","a","(F)F","(F)F","Entity","rj","net/minecraft/src","0"
"func_236_b","onEntityCollidedWithBlock","a","(LWorld;IIILEntity;)V","(Let;IIILrj;)V","Block","to","net/minecraft/src","0"
"func_4098_a","registerWorldChunkManager","a","()V","()V","WorldProvider","vr","net/minecraft/src","0"
"func_4096_a","func_4096_a","a","(FF)LVec3D;","(FF)Lbm;","WorldProvider","vr","net/minecraft/src","0"
"func_4093_b","generateLightBrightnessTable","b","()V","()V","WorldProvider","vr","net/minecraft/src","0"
"func_4094_c","getChunkProvider","c","()LIChunkProvider;","()Lcf;","WorldProvider","vr","net/minecraft/src","0"
"func_4102_a","canCoordinateBeSpawn","a","(II)Z","(II)Z","WorldProvider","vr","net/minecraft/src","0"
"func_4100_a","calculateCelestialAngle","a","(JF)F","(JF)F","WorldProvider","vr","net/minecraft/src","0"
"func_6477_d","canRespawnHere","d","()Z","()Z","WorldProvider","vr","net/minecraft/src","0"
"func_4117_a","getEntityClassRenderObject","a","(Ljava/lang/Class;)LRender;","(Ljava/lang/Class;)Lbp;","RenderManager","sd","net/minecraft/src","0"
"func_855_a","getEntityRenderObject","a","(LEntity;)LRender;","(Lrj;)Lbp;","RenderManager","sd","net/minecraft/src","0"
